trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,train_accuracy,batch_pos,batch_neg
1,104,10,100,1e-05,0.01,0.522,0.5673076923076923,59,45
1,204,10,100,1e-05,0.01,0.474,0.5882352941176471,100,104
1,304,10,100,1e-05,0.01,0.484,0.7039473684210527,148,156
1,404,10,100,1e-05,0.01,0.484,0.6262376237623762,189,215
1,504,10,100,1e-05,0.01,0.478,0.7123015873015873,240,264
1,604,10,100,1e-05,0.01,0.47,0.6341059602649006,296,308
1,704,10,100,1e-05,0.01,0.48,0.6960227272727273,340,364
1,804,10,100,1e-05,0.01,0.472,0.722636815920398,391,413
1,904,10,100,1e-05,0.01,0.48,0.6758849557522124,440,464
1,1004,10,100,1e-05,0.01,0.476,0.7171314741035857,489,515
1,1104,10,100,1e-05,0.01,0.486,0.7273550724637681,538,566
1,1204,10,100,1e-05,0.01,0.446,0.7308970099667774,589,615
1,1304,10,100,1e-05,0.01,0.482,0.7400306748466258,649,655
1,1404,10,100,1e-05,0.01,0.462,0.7535612535612536,702,702
1,1504,10,100,1e-05,0.01,0.476,0.7539893617021277,754,750
1,1604,10,100,1e-05,0.01,0.474,0.7680798004987531,805,799
1,1704,10,100,1e-05,0.01,0.46,0.7353286384976526,859,845
1,1804,10,100,1e-05,0.01,0.464,0.7610864745011087,911,893
1,1904,10,100,1e-05,0.01,0.486,0.7657563025210085,963,941
1,2004,10,100,1e-05,0.01,0.494,0.7914171656686627,1010,994
1,2104,10,100,1e-05,0.01,0.528,0.7937262357414449,1060,1044
1,2204,10,100,1e-05,0.01,0.544,0.8207803992740472,1115,1089
1,2304,10,100,1e-05,0.01,0.528,0.8502604166666666,1159,1145
1,2404,10,100,1e-05,0.01,0.596,0.8810316139767055,1216,1188
1,2504,10,100,1e-05,0.01,0.602,0.8981629392971247,1269,1235
1,2604,10,100,1e-05,0.01,0.584,0.8932411674347158,1317,1287
1,2704,10,100,1e-05,0.01,0.64,0.9001479289940828,1358,1346
1,2804,10,100,1e-05,0.01,0.64,0.9026390870185449,1406,1398
1,2904,10,100,1e-05,0.01,0.652,0.8863636363636364,1453,1451
1,3004,10,100,1e-05,0.01,0.672,0.9137816245006658,1498,1506
1,3104,10,100,1e-05,0.01,0.668,0.939110824742268,1556,1548
1,3204,10,100,1e-05,0.01,0.686,0.9388264669163545,1606,1598
1,3304,10,100,1e-05,0.01,0.678,0.9346246973365617,1652,1652
1,3404,10,100,1e-05,0.01,0.692,0.9256756756756757,1697,1707
1,3504,10,100,1e-05,0.01,0.694,0.9218036529680366,1745,1759
1,3604,10,100,1e-05,0.01,0.724,0.9284128745837957,1797,1807
1,3704,10,100,1e-05,0.01,0.692,0.9071274298056156,1845,1859
1,3804,10,100,1e-05,0.01,0.738,0.9242902208201893,1886,1918
1,3904,10,100,1e-05,0.01,0.742,0.9239241803278688,1936,1968
1,4004,10,100,1e-05,0.01,0.744,0.9253246753246753,1989,2015
1,4104,10,100,1e-05,0.01,0.75,0.9259259259259259,2043,2061
1,4204,10,100,1e-05,0.01,0.75,0.9391056137012369,2101,2103
1,4304,10,100,1e-05,0.01,0.766,0.9284386617100372,2145,2159
1,4404,10,100,1e-05,0.01,0.742,0.9207538601271571,2199,2205
1,4504,10,100,1e-05,0.01,0.79,0.9382770870337478,2242,2262
1,4604,10,100,1e-05,0.01,0.76,0.9459165942658557,2295,2309
1,4704,10,100,1e-05,0.01,0.798,0.9576955782312925,2355,2349
1,4804,10,100,1e-05,0.01,0.8,0.9616985845129059,2407,2397
1,4904,10,100,1e-05,0.01,0.818,0.9563621533442088,2453,2451
1,5004,10,100,1e-05,0.01,0.794,0.9666266986410871,2496,2508
1,5104,10,100,1e-05,0.01,0.826,0.9747257053291536,2532,2572
1,5204,10,100,1e-05,0.01,0.82,0.9654112221368178,2585,2619
1,5304,10,100,1e-05,0.01,0.816,0.9577677224736049,2637,2667
1,5404,10,100,1e-05,0.01,0.796,0.945780903034789,2691,2713
1,5504,10,100,1e-05,0.01,0.802,0.9473110465116279,2736,2768
1,5604,10,100,1e-05,0.01,0.79,0.9566381156316917,2789,2815
1,5704,10,100,1e-05,0.01,0.8,0.9540673211781207,2838,2866
1,5804,10,100,1e-05,0.01,0.802,0.9591660923501034,2885,2919
1,5904,10,100,1e-05,0.01,0.792,0.9278455284552846,2933,2971
1,6004,10,100,1e-05,0.01,0.82,0.9392071952031978,2990,3014
1,6104,10,100,1e-05,0.01,0.822,0.9619921363040629,3043,3061
1,6204,10,100,1e-05,0.01,0.83,0.9626047711154094,3096,3108
1,6304,10,100,1e-05,0.01,0.812,0.970019035532995,3145,3159
1,6404,10,100,1e-05,0.01,0.834,0.9704871955028107,3195,3209
1,6504,10,100,1e-05,0.01,0.84,0.9784747847478474,3256,3248
1,6604,10,100,1e-05,0.01,0.83,0.9678982434887947,3313,3291
1,6704,10,100,1e-05,0.01,0.846,0.9743436754176611,3361,3343
1,6804,10,100,1e-05,0.01,0.832,0.963697824808936,3406,3398
1,6904,10,100,1e-05,0.01,0.832,0.97045191193511,3456,3448
1,7004,10,100,1e-05,0.01,0.81,0.951741861793261,3505,3499
1,7104,10,100,1e-05,0.01,0.806,0.9380630630630631,3551,3553
1,7204,10,100,1e-05,0.01,0.82,0.9410049972237646,3596,3608
1,7304,10,100,1e-05,0.01,0.834,0.9652245345016429,3639,3665
1,7404,10,100,1e-05,0.01,0.82,0.972312263641275,3693,3711
1,7504,10,100,1e-05,0.01,0.836,0.9761460554371002,3751,3753
1,7604,10,100,1e-05,0.01,0.836,0.974092582851131,3805,3799
1,7704,10,100,1e-05,0.01,0.848,0.9754672897196262,3856,3848
1,7804,10,100,1e-05,0.01,0.832,0.9743721168631471,3908,3896
1,7904,10,100,1e-05,0.01,0.828,0.9710273279352226,3954,3950
1,8004,10,100,1e-05,0.01,0.846,0.9683908045977011,4006,3998
1,8104,10,100,1e-05,0.01,0.852,0.9726061204343535,4057,4047
1,8204,10,100,1e-05,0.01,0.842,0.977328132618235,4109,4095
1,8304,10,100,1e-05,0.01,0.842,0.9783236994219653,4155,4149
1,8404,10,100,1e-05,0.01,0.856,0.9704902427415516,4196,4208
1,8504,10,100,1e-05,0.01,0.842,0.9751881467544685,4238,4266
1,8604,10,100,1e-05,0.01,0.822,0.9437470943747094,4290,4314
1,8704,10,100,1e-05,0.01,0.848,0.9293428308823529,4346,4358
1,8804,10,100,1e-05,0.01,0.856,0.9599045888232621,4391,4413
1,8904,10,100,1e-05,0.01,0.838,0.9620395327942498,4447,4457
1,9004,10,100,1e-05,0.01,0.846,0.9719013771657041,4494,4510
1,9104,10,100,1e-05,0.01,0.86,0.9716608084358523,4544,4560
1,9204,10,100,1e-05,0.01,0.844,0.9652325076053889,4591,4613
1,9304,10,100,1e-05,0.01,0.846,0.9483018056749785,4647,4657
1,9404,10,100,1e-05,0.01,0.86,0.9603360272224585,4706,4698
1,9504,10,100,1e-05,0.01,0.874,0.9691708754208754,4743,4761
1,9604,10,100,1e-05,0.01,0.858,0.9682423990004165,4794,4810
1,9704,10,100,1e-05,0.01,0.85,0.9584707337180544,4845,4859
1,9804,10,100,1e-05,0.01,0.838,0.9606283149734802,4894,4910
1,9904,10,100,1e-05,0.01,0.846,0.970718901453958,4946,4958
1,10004,10,100,1e-05,0.01,0.868,0.9724110355857657,4999,5005
1,10104,10,100,1e-05,0.01,0.866,0.9804038004750594,5049,5055
1,10204,10,100,1e-05,0.01,0.874,0.9775578204625637,5095,5109
1,10304,10,100,1e-05,0.01,0.858,0.9767080745341615,5141,5163
1,10404,10,100,1e-05,0.01,0.852,0.9740484429065744,5193,5211
1,10504,10,100,1e-05,0.01,0.858,0.9724866717440975,5244,5260
1,10604,10,100,1e-05,0.01,0.848,0.9504903809883063,5291,5313
1,10704,10,100,1e-05,0.01,0.858,0.9737481315396114,5343,5361
1,10804,10,100,1e-05,0.01,0.854,0.9773232136245835,5386,5418
1,10904,10,100,1e-05,0.01,0.858,0.9735876742479824,5446,5458
1,11004,10,100,1e-05,0.01,0.828,0.9518356961105052,5496,5508
1,11104,10,100,1e-05,0.01,0.84,0.9347982708933718,5544,5560
1,11204,10,100,1e-05,0.01,0.846,0.9556408425562299,5596,5608
1,11304,10,100,1e-05,0.01,0.86,0.9680644019815995,5643,5661
1,11404,10,100,1e-05,0.01,0.862,0.9765871623991582,5702,5702
1,11504,10,100,1e-05,0.01,0.854,0.972183588317107,5757,5747
1,11604,10,100,1e-05,0.01,0.866,0.9675973802137194,5812,5792
1,11704,10,100,1e-05,0.01,0.864,0.9768455228981545,5870,5834
1,11804,10,100,1e-05,0.01,0.882,0.9774652660115215,5910,5894
1,11904,10,100,1e-05,0.01,0.874,0.9745463709677419,5963,5941
1,12004,10,100,1e-05,0.01,0.87,0.9775074975008331,6024,5980
1,12104,10,100,1e-05,0.01,0.862,0.981163251817581,6072,6032
1,12204,10,100,1e-05,0.01,0.866,0.9778761061946902,6114,6090
1,12304,10,100,1e-05,0.01,0.87,0.9752113133940182,6158,6146
1,12404,10,100,1e-05,0.01,0.866,0.9717832957110609,6207,6197
1,12504,10,100,1e-05,0.01,0.872,0.9788867562380038,6264,6240
1,12604,10,100,1e-05,0.01,0.872,0.981196445572834,6315,6289
1,12704,10,100,1e-05,0.01,0.868,0.9778022670025189,6365,6339
1,12804,10,100,1e-05,0.01,0.864,0.9724304904717276,6412,6392
1,12904,10,100,1e-05,0.01,0.892,0.9809361438313701,6470,6434
1,13004,10,100,1e-05,0.01,0.892,0.9807751461088896,6510,6494
1,13104,10,100,1e-05,0.01,0.872,0.9791666666666666,6560,6544
1,13204,10,100,1e-05,0.01,0.878,0.976598000605877,6613,6591
1,13304,10,100,1e-05,0.01,0.888,0.9782020444978954,6663,6641
1,13404,10,100,1e-05,0.01,0.872,0.9805282005371531,6706,6698
1,13504,10,100,1e-05,0.01,0.892,0.9780805687203792,6752,6752
1,13604,10,100,1e-05,0.01,0.886,0.9770655689503087,6804,6800
1,13704,10,100,1e-05,0.01,0.886,0.9699357851722125,6860,6844
1,13804,10,100,1e-05,0.01,0.886,0.9781222833961171,6910,6894
1,13904,10,100,1e-05,0.01,0.884,0.9816599539700805,6963,6941
1,14004,10,100,1e-05,0.01,0.882,0.9798628963153385,7011,6993
1,14104,10,100,1e-05,0.01,0.884,0.9859614293817357,7050,7054
1,14204,10,100,1e-05,0.01,0.874,0.9801464376232047,7098,7106
1,14304,10,100,1e-05,0.01,0.884,0.9628076062639821,7148,7156
1,14404,10,100,1e-05,0.01,0.88,0.9593862815884476,7201,7203
1,14504,10,100,1e-05,0.01,0.878,0.9618725868725869,7244,7260
1,14604,10,100,1e-05,0.01,0.886,0.9746644754861682,7288,7316
1,14704,10,100,1e-05,0.01,0.898,0.982929815016322,7332,7372
1,14804,10,100,1e-05,0.01,0.898,0.973250472845177,7378,7426
1,14904,10,100,1e-05,0.01,0.9,0.9830917874396136,7436,7468
1,15004,10,100,1e-05,0.01,0.888,0.9766062383364437,7491,7513
2,104,10,100,1e-05,0.01,0.504,0.6634615384615384,55,49
2,204,10,100,1e-05,0.01,0.504,0.6274509803921569,105,99
2,304,10,100,1e-05,0.01,0.546,0.6217105263157895,157,147
2,404,10,100,1e-05,0.01,0.572,0.594059405940594,209,195
2,504,10,100,1e-05,0.01,0.528,0.6309523809523809,260,244
2,604,10,100,1e-05,0.01,0.52,0.609271523178808,309,295
2,704,10,100,1e-05,0.01,0.476,0.6363636363636364,351,353
2,804,10,100,1e-05,0.01,0.472,0.650497512437811,398,406
2,904,10,100,1e-05,0.01,0.482,0.6493362831858407,452,452
2,1004,10,100,1e-05,0.01,0.454,0.6613545816733067,497,507
2,1104,10,100,1e-05,0.01,0.504,0.667572463768116,548,556
2,1204,10,100,1e-05,0.01,0.492,0.7142857142857143,594,610
2,1304,10,100,1e-05,0.01,0.486,0.7170245398773006,647,657
2,1404,10,100,1e-05,0.01,0.494,0.7293447293447294,692,712
2,1504,10,100,1e-05,0.01,0.502,0.7107712765957447,731,773
2,1604,10,100,1e-05,0.01,0.51,0.770573566084788,784,820
2,1704,10,100,1e-05,0.01,0.508,0.7406103286384976,831,873
2,1804,10,100,1e-05,0.01,0.526,0.7599778270509978,878,926
2,1904,10,100,1e-05,0.01,0.488,0.7337184873949579,931,973
2,2004,10,100,1e-05,0.01,0.54,0.7884231536926147,976,1028
2,2104,10,100,1e-05,0.01,0.526,0.7913498098859315,1030,1074
2,2204,10,100,1e-05,0.01,0.532,0.8044464609800362,1081,1123
2,2304,10,100,1e-05,0.01,0.514,0.7951388888888888,1133,1171
2,2404,10,100,1e-05,0.01,0.552,0.8169717138103162,1190,1214
2,2504,10,100,1e-05,0.01,0.562,0.8003194888178914,1233,1271
2,2604,10,100,1e-05,0.01,0.564,0.8360215053763441,1277,1327
2,2704,10,100,1e-05,0.01,0.62,0.878698224852071,1317,1387
2,2804,10,100,1e-05,0.01,0.604,0.8637660485021398,1362,1442
2,2904,10,100,1e-05,0.01,0.592,0.8112947658402204,1399,1505
2,3004,10,100,1e-05,0.01,0.582,0.7869507323568575,1442,1562
2,3104,10,100,1e-05,0.01,0.678,0.8920747422680413,1496,1608
2,3204,10,100,1e-05,0.01,0.696,0.9188514357053683,1551,1653
2,3304,10,100,1e-05,0.01,0.702,0.9306900726392252,1601,1703
2,3404,10,100,1e-05,0.01,0.718,0.9444770857814336,1651,1753
2,3504,10,100,1e-05,0.01,0.74,0.9529109589041096,1697,1807
2,3604,10,100,1e-05,0.01,0.75,0.9633740288568258,1761,1843
2,3704,10,100,1e-05,0.01,0.77,0.972732181425486,1808,1896
2,3804,10,100,1e-05,0.01,0.762,0.9621451104100947,1860,1944
2,3904,10,100,1e-05,0.01,0.766,0.9626024590163934,1907,1997
2,4004,10,100,1e-05,0.01,0.778,0.9545454545454546,1956,2048
2,4104,10,100,1e-05,0.01,0.776,0.9573586744639376,2008,2096
2,4204,10,100,1e-05,0.01,0.812,0.9624167459562322,2054,2150
2,4304,10,100,1e-05,0.01,0.81,0.9670074349442379,2105,2199
2,4404,10,100,1e-05,0.01,0.836,0.9725249772933696,2153,2251
2,4504,10,100,1e-05,0.01,0.838,0.9766873889875666,2202,2302
2,4604,10,100,1e-05,0.01,0.85,0.9780625543006082,2235,2369
2,4704,10,100,1e-05,0.01,0.812,0.9402636054421769,2282,2422
2,4804,10,100,1e-05,0.01,0.838,0.9633638634471274,2318,2486
2,4904,10,100,1e-05,0.01,0.842,0.9694127243066885,2368,2536
2,5004,10,100,1e-05,0.01,0.83,0.9520383693045563,2426,2578
2,5104,10,100,1e-05,0.01,0.846,0.9312304075235109,2476,2628
2,5204,10,100,1e-05,0.01,0.874,0.9556110684089162,2530,2674
2,5304,10,100,1e-05,0.01,0.884,0.9609728506787331,2574,2730
2,5404,10,100,1e-05,0.01,0.888,0.9774241302738712,2618,2786
2,5504,10,100,1e-05,0.01,0.882,0.9820130813953488,2655,2849
2,5604,10,100,1e-05,0.01,0.898,0.9828693790149893,2710,2894
2,5704,10,100,1e-05,0.01,0.88,0.9870266479663394,2761,2943
2,5804,10,100,1e-05,0.01,0.888,0.9843211578221915,2815,2989
2,5904,10,100,1e-05,0.01,0.902,0.9815379403794038,2861,3043
2,6004,10,100,1e-05,0.01,0.918,0.9891738840772818,2906,3098
2,6104,10,100,1e-05,0.01,0.902,0.9847640891218873,2961,3143
2,6204,10,100,1e-05,0.01,0.912,0.9811411992263056,3017,3187
2,6304,10,100,1e-05,0.01,0.91,0.9842956852791879,3070,3234
2,6404,10,100,1e-05,0.01,0.894,0.9878201124297314,3124,3280
2,6504,10,100,1e-05,0.01,0.9,0.9826260762607626,3174,3330
2,6604,10,100,1e-05,0.01,0.894,0.9771350696547547,3225,3379
2,6704,10,100,1e-05,0.01,0.894,0.9849343675417661,3279,3425
2,6804,10,100,1e-05,0.01,0.904,0.9619341563786008,3331,3473
2,6904,10,100,1e-05,0.01,0.866,0.9342410196987254,3381,3523
2,7004,10,100,1e-05,0.01,0.922,0.9744431753283838,3433,3571
2,7104,10,100,1e-05,0.01,0.912,0.9769144144144144,3481,3623
2,7204,10,100,1e-05,0.01,0.93,0.9866740699611327,3522,3682
2,7304,10,100,1e-05,0.01,0.928,0.9912376779846659,3578,3726
2,7404,10,100,1e-05,0.01,0.928,0.9881145326850351,3632,3772
2,7504,10,100,1e-05,0.01,0.938,0.9930703624733476,3685,3819
2,7604,10,100,1e-05,0.01,0.938,0.9872435560231457,3735,3869
2,7704,10,100,1e-05,0.01,0.948,0.9896157840083074,3792,3912
2,7804,10,100,1e-05,0.01,0.936,0.9921834956432599,3840,3964
2,7904,10,100,1e-05,0.01,0.944,0.9883603238866396,3897,4007
2,8004,10,100,1e-05,0.01,0.948,0.9927536231884058,3939,4065
2,8104,10,100,1e-05,0.01,0.938,0.9906219151036525,3987,4117
2,8204,10,100,1e-05,0.01,0.938,0.9884202827888835,4046,4158
2,8304,10,100,1e-05,0.01,0.938,0.9822976878612717,4099,4205
2,8404,10,100,1e-05,0.01,0.912,0.9767967634459781,4158,4246
2,8504,10,100,1e-05,0.01,0.908,0.9568438381937912,4210,4294
2,8604,10,100,1e-05,0.01,0.952,0.9844258484425848,4260,4344
2,8704,10,100,1e-05,0.01,0.938,0.9877068014705882,4313,4391
2,8804,10,100,1e-05,0.01,0.93,0.9645615629259428,4372,4432
2,8904,10,100,1e-05,0.01,0.928,0.9679919137466307,4419,4485
2,9004,10,100,1e-05,0.01,0.942,0.9825633051976899,4468,4536
2,9104,10,100,1e-05,0.01,0.948,0.9818760984182777,4514,4590
2,9204,10,100,1e-05,0.01,0.952,0.9898956975228161,4562,4642
2,9304,10,100,1e-05,0.01,0.952,0.9897893379191746,4619,4685
2,9404,10,100,1e-05,0.01,0.954,0.9864951084644832,4675,4729
2,9504,10,100,1e-05,0.01,0.952,0.9931607744107744,4725,4779
2,9604,10,100,1e-05,0.01,0.95,0.9917742607246981,4781,4823
2,9704,10,100,1e-05,0.01,0.958,0.9929925803792251,4837,4867
2,9804,10,100,1e-05,0.01,0.958,0.987454100367197,4893,4911
2,9904,10,100,1e-05,0.01,0.94,0.9903069466882067,4946,4958
2,10004,10,100,1e-05,0.01,0.96,0.9918032786885246,4994,5010
2,10104,10,100,1e-05,0.01,0.952,0.9900039588281868,5041,5063
2,10204,10,100,1e-05,0.01,0.968,0.9900039200313603,5091,5113
2,10304,10,100,1e-05,0.01,0.96,0.9931094720496895,5128,5176
2,10404,10,100,1e-05,0.01,0.948,0.9783737024221453,5182,5222
2,10504,10,100,1e-05,0.01,0.936,0.9701066260472201,5237,5267
2,10604,10,100,1e-05,0.01,0.952,0.9873632591474916,5283,5321
2,10704,10,100,1e-05,0.01,0.952,0.9869207772795217,5335,5369
2,10804,10,100,1e-05,0.01,0.964,0.9912069603850425,5387,5417
2,10904,10,100,1e-05,0.01,0.96,0.9923881144534116,5438,5466
2,11004,10,100,1e-05,0.01,0.952,0.9899127589967285,5474,5530
2,11104,10,100,1e-05,0.01,0.964,0.992885446685879,5526,5578
2,11204,10,100,1e-05,0.01,0.97,0.9948232774009282,5572,5632
2,11304,10,100,1e-05,0.01,0.964,0.9961075725406936,5628,5676
2,11404,10,100,1e-05,0.01,0.952,0.9874605401613469,5677,5727
2,11504,10,100,1e-05,0.01,0.958,0.9867872044506258,5736,5768
2,11604,10,100,1e-05,0.01,0.954,0.9855222337125129,5794,5810
2,11704,10,100,1e-05,0.01,0.95,0.992053998632946,5842,5862
2,11804,10,100,1e-05,0.01,0.958,0.989495086411386,5892,5912
2,11904,10,100,1e-05,0.01,0.958,0.9938676075268817,5941,5963
2,12004,10,100,1e-05,0.01,0.954,0.9923358880373209,5999,6005
2,12104,10,100,1e-05,0.01,0.968,0.9967779246530073,6048,6056
2,12204,10,100,1e-05,0.01,0.966,0.9947558177646674,6095,6109
2,12304,10,100,1e-05,0.01,0.958,0.9947171651495449,6138,6166
2,12404,10,100,1e-05,0.01,0.964,0.9937923250564334,6180,6224
2,12504,10,100,1e-05,0.01,0.966,0.994321817018554,6232,6272
2,12604,10,100,1e-05,0.01,0.96,0.9886543954300222,6284,6320
2,12704,10,100,1e-05,0.01,0.966,0.9879565491183879,6333,6371
2,12804,10,100,1e-05,0.01,0.964,0.989144017494533,6380,6424
2,12904,10,100,1e-05,0.01,0.96,0.9869032858028518,6426,6478
2,13004,10,100,1e-05,0.01,0.964,0.9902337742233159,6465,6539
2,13104,10,100,1e-05,0.01,0.978,0.9941239316239316,6514,6590
2,13204,10,100,1e-05,0.01,0.984,0.9921235989094214,6567,6637
2,13304,10,100,1e-05,0.01,0.97,0.9927841250751653,6614,6690
2,13404,10,100,1e-05,0.01,0.97,0.9927633542226201,6660,6744
2,13504,10,100,1e-05,0.01,0.98,0.9899289099526066,6715,6789
2,13604,10,100,1e-05,0.01,0.968,0.9916936195236695,6771,6833
2,13704,10,100,1e-05,0.01,0.976,0.9943082311733801,6823,6881
2,13804,10,100,1e-05,0.01,0.972,0.9950738916256158,6868,6936
2,13904,10,100,1e-05,0.01,0.966,0.9957566168009206,6913,6991
2,14004,10,100,1e-05,0.01,0.958,0.9892887746358183,6968,7036
2,14104,10,100,1e-05,0.01,0.978,0.9946823596142939,7014,7090
2,14204,10,100,1e-05,0.01,0.968,0.9928893269501549,7072,7132
2,14304,10,100,1e-05,0.01,0.966,0.9901426174496645,7118,7186
2,14404,10,100,1e-05,0.01,0.978,0.9950708136628714,7167,7237
2,14504,10,100,1e-05,0.01,0.974,0.9932432432432432,7227,7277
2,14604,10,100,1e-05,0.01,0.97,0.993700356066831,7273,7331
2,14704,10,100,1e-05,0.01,0.976,0.9922470076169749,7329,7375
2,14804,10,100,1e-05,0.01,0.966,0.9937179140772764,7386,7418
2,14904,10,100,1e-05,0.01,0.984,0.9957729468599034,7438,7466
2,15004,10,100,1e-05,0.01,0.978,0.9911356971474273,7490,7514
3,104,10,100,1e-05,0.01,0.554,0.5769230769230769,45,59
3,204,10,100,1e-05,0.01,0.466,0.5343137254901961,100,104
3,304,10,100,1e-05,0.01,0.516,0.5822368421052632,153,151
3,404,10,100,1e-05,0.01,0.552,0.5816831683168316,203,201
3,504,10,100,1e-05,0.01,0.506,0.628968253968254,261,243
3,604,10,100,1e-05,0.01,0.484,0.6258278145695364,299,305
3,704,10,100,1e-05,0.01,0.512,0.6306818181818182,356,348
3,804,10,100,1e-05,0.01,0.508,0.6355721393034826,401,403
3,904,10,100,1e-05,0.01,0.492,0.6404867256637168,450,454
3,1004,10,100,1e-05,0.01,0.528,0.700199203187251,493,511
3,1104,10,100,1e-05,0.01,0.506,0.6657608695652174,549,555
3,1204,10,100,1e-05,0.01,0.532,0.6644518272425249,603,601
3,1304,10,100,1e-05,0.01,0.53,0.683282208588957,653,651
3,1404,10,100,1e-05,0.01,0.552,0.7094017094017094,706,698
3,1504,10,100,1e-05,0.01,0.532,0.71875,757,747
3,1604,10,100,1e-05,0.01,0.574,0.7369077306733167,805,799
3,1704,10,100,1e-05,0.01,0.564,0.7740610328638498,855,849
3,1804,10,100,1e-05,0.01,0.584,0.7943458980044346,899,905
3,1904,10,100,1e-05,0.01,0.57,0.7783613445378151,950,954
3,2004,10,100,1e-05,0.01,0.62,0.8173652694610778,997,1007
3,2104,10,100,1e-05,0.01,0.646,0.8065589353612167,1043,1061
3,2204,10,100,1e-05,0.01,0.626,0.8316696914700544,1096,1108
3,2304,10,100,1e-05,0.01,0.656,0.8572048611111112,1152,1152
3,2404,10,100,1e-05,0.01,0.668,0.8897670549084858,1208,1196
3,2504,10,100,1e-05,0.01,0.67,0.8833865814696485,1253,1251
3,2604,10,100,1e-05,0.01,0.652,0.890937019969278,1301,1303
3,2704,10,100,1e-05,0.01,0.696,0.9079142011834319,1354,1350
3,2804,10,100,1e-05,0.01,0.65,0.8883737517831669,1405,1399
3,2904,10,100,1e-05,0.01,0.692,0.8667355371900827,1465,1439
3,3004,10,100,1e-05,0.01,0.69,0.9061251664447404,1515,1489
3,3104,10,100,1e-05,0.01,0.702,0.9281572164948454,1565,1539
3,3204,10,100,1e-05,0.01,0.736,0.931023720349563,1613,1591
3,3304,10,100,1e-05,0.01,0.742,0.926452784503632,1657,1647
3,3404,10,100,1e-05,0.01,0.736,0.9294947121034077,1706,1698
3,3504,10,100,1e-05,0.01,0.73,0.9320776255707762,1757,1747
3,3604,10,100,1e-05,0.01,0.766,0.9414539400665927,1809,1795
3,3704,10,100,1e-05,0.01,0.76,0.9325053995680346,1858,1846
3,3804,10,100,1e-05,0.01,0.768,0.9474237644584648,1905,1899
3,3904,10,100,1e-05,0.01,0.782,0.9546618852459017,1944,1960
3,4004,10,100,1e-05,0.01,0.81,0.9552947052947053,1992,2012
3,4104,10,100,1e-05,0.01,0.804,0.9641812865497076,2053,2051
3,4204,10,100,1e-05,0.01,0.792,0.9569457659372027,2099,2105
3,4304,10,100,1e-05,0.01,0.794,0.9546933085501859,2142,2162
3,4404,10,100,1e-05,0.01,0.814,0.9604904632152589,2185,2219
3,4504,10,100,1e-05,0.01,0.814,0.9573712255772646,2232,2272
3,4604,10,100,1e-05,0.01,0.784,0.9361424847958297,2282,2322
3,4704,10,100,1e-05,0.01,0.838,0.9678996598639455,2320,2384
3,4804,10,100,1e-05,0.01,0.824,0.9317235636969192,2370,2434
3,4904,10,100,1e-05,0.01,0.808,0.9269983686786297,2425,2479
3,5004,10,100,1e-05,0.01,0.826,0.9520383693045563,2475,2529
3,5104,10,100,1e-05,0.01,0.84,0.95826802507837,2521,2583
3,5204,10,100,1e-05,0.01,0.842,0.9661798616448886,2572,2632
3,5304,10,100,1e-05,0.01,0.838,0.9651206636500754,2621,2683
3,5404,10,100,1e-05,0.01,0.846,0.9698371576609919,2682,2722
3,5504,10,100,1e-05,0.01,0.848,0.9689316860465116,2735,2769
3,5604,10,100,1e-05,0.01,0.834,0.970378301213419,2786,2818
3,5704,10,100,1e-05,0.01,0.818,0.97054698457223,2839,2865
3,5804,10,100,1e-05,0.01,0.804,0.9098897312198484,2887,2917
3,5904,10,100,1e-05,0.01,0.82,0.926829268292683,2940,2964
3,6004,10,100,1e-05,0.01,0.85,0.9367088607594937,2995,3009
3,6104,10,100,1e-05,0.01,0.786,0.9030144167758847,3050,3054
3,6204,10,100,1e-05,0.01,0.842,0.9377820760799485,3095,3109
3,6304,10,100,1e-05,0.01,0.848,0.953997461928934,3149,3155
3,6404,10,100,1e-05,0.01,0.878,0.962211118051218,3207,3197
3,6504,10,100,1e-05,0.01,0.86,0.9527982779827798,3265,3239
3,6604,10,100,1e-05,0.01,0.848,0.9542701393095094,3318,3286
3,6704,10,100,1e-05,0.01,0.884,0.9730011933174224,3370,3334
3,6804,10,100,1e-05,0.01,0.886,0.9756025867136978,3417,3387
3,6904,10,100,1e-05,0.01,0.886,0.9775492468134415,3470,3434
3,7004,10,100,1e-05,0.01,0.876,0.9721587664191891,3516,3488
3,7104,10,100,1e-05,0.01,0.874,0.9681869369369369,3563,3541
3,7204,10,100,1e-05,0.01,0.872,0.9745974458634092,3608,3596
3,7304,10,100,1e-05,0.01,0.862,0.9463307776560789,3657,3647
3,7404,10,100,1e-05,0.01,0.88,0.967720151269584,3711,3693
3,7504,10,100,1e-05,0.01,0.884,0.9772121535181236,3765,3739
3,7604,10,100,1e-05,0.01,0.854,0.9522619673855865,3818,3786
3,7704,10,100,1e-05,0.01,0.888,0.9597611630321911,3872,3832
3,7804,10,100,1e-05,0.01,0.888,0.9683495643259866,3927,3877
3,7904,10,100,1e-05,0.01,0.884,0.9664726720647774,3979,3925
3,8004,10,100,1e-05,0.01,0.884,0.9640179910044977,4034,3970
3,8104,10,100,1e-05,0.01,0.898,0.9754442250740375,4079,4025
3,8204,10,100,1e-05,0.01,0.894,0.9820819112627986,4132,4072
