trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,train_accuracy,batch_pos,batch_neg
1,3304,10,100,1e-05,0.01,0.694,0.8577481840193705,1633,1671
1,3404,10,100,1e-05,0.01,0.698,0.8586956521739131,1683,1721
1,3504,10,100,1e-05,0.01,0.716,0.9049657534246576,1734,1770
1,3604,10,100,1e-05,0.01,0.708,0.8967813540510544,1792,1812
1,3704,10,100,1e-05,0.01,0.762,0.916036717062635,1836,1868
1,3804,10,100,1e-05,0.01,0.758,0.9363827549947423,1889,1915
1,3904,10,100,1e-05,0.01,0.772,0.936219262295082,1946,1958
1,4004,10,100,1e-05,0.01,0.746,0.9183316683316683,1992,2012
1,4104,10,100,1e-05,0.01,0.79,0.922270955165692,2046,2058
1,4204,10,100,1e-05,0.01,0.776,0.9124643196955281,2092,2112
1,4304,10,100,1e-05,0.01,0.774,0.9140334572490706,2142,2162
1,4404,10,100,1e-05,0.01,0.778,0.9416439600363307,2188,2216
1,4504,10,100,1e-05,0.01,0.794,0.9480461811722913,2240,2264
1,4604,10,100,1e-05,0.01,0.79,0.9578627280625543,2299,2305
1,4704,10,100,1e-05,0.01,0.796,0.9642857142857143,2346,2358
1,4804,10,100,1e-05,0.01,0.822,0.9592006661115737,2396,2408
1,4904,10,100,1e-05,0.01,0.786,0.9482055464926591,2442,2462
1,5004,10,100,1e-05,0.01,0.782,0.9160671462829736,2491,2513
1,5104,10,100,1e-05,0.01,0.808,0.8983150470219435,2542,2562
1,5204,10,100,1e-05,0.01,0.854,0.9515757109915449,2594,2610
1,5304,10,100,1e-05,0.01,0.86,0.9666289592760181,2649,2655
1,5404,10,100,1e-05,0.01,0.862,0.9744633604737232,2703,2701
1,5504,10,100,1e-05,0.01,0.88,0.981468023255814,2754,2750
1,5604,10,100,1e-05,0.01,0.854,0.9685938615274804,2795,2809
1,5704,10,100,1e-05,0.01,0.842,0.9384642356241234,2848,2856
1,5804,10,100,1e-05,0.01,0.864,0.9539972432804962,2891,2913
1,5904,10,100,1e-05,0.01,0.876,0.9769647696476965,2943,2961
1,6004,10,100,1e-05,0.01,0.912,0.9820119920053297,2993,3011
1,6104,10,100,1e-05,0.01,0.872,0.9865661861074705,3036,3068
1,6204,10,100,1e-05,0.01,0.916,0.9930689877498388,3081,3123
1,6304,10,100,1e-05,0.01,0.908,0.9912753807106599,3136,3168
1,6404,10,100,1e-05,0.01,0.902,0.9943785134291068,3189,3215
1,6504,10,100,1e-05,0.01,0.916,0.9923124231242313,3240,3264
1,6604,10,100,1e-05,0.01,0.91,0.9924288310115081,3284,3320
1,6704,10,100,1e-05,0.01,0.896,0.985381861575179,3342,3362
1,6804,10,100,1e-05,0.01,0.916,0.9897119341563786,3395,3409
1,6904,10,100,1e-05,0.01,0.914,0.9879779837775203,3444,3460
1,7004,10,100,1e-05,0.01,0.88,0.9745859508852085,3497,3507
1,7104,10,100,1e-05,0.01,0.918,0.9880349099099099,3548,3556
1,7204,10,100,1e-05,0.01,0.922,0.9884786229872293,3595,3609
1,7304,10,100,1e-05,0.01,0.928,0.9945235487404163,3651,3653
1,7404,10,100,1e-05,0.01,0.93,0.9978390059427337,3708,3696
1,7504,10,100,1e-05,0.01,0.932,0.9957356076759062,3757,3747
1,7604,10,100,1e-05,0.01,0.942,0.9971067859021567,3805,3799
1,7704,10,100,1e-05,0.01,0.942,0.997533748701973,3854,3850
1,7804,10,100,1e-05,0.01,0.904,0.9641209636084059,3900,3904
1,7904,10,100,1e-05,0.01,0.886,0.9476214574898786,3956,3948
1,8004,10,100,1e-05,0.01,0.92,0.9816341829085458,4006,3998
1,8104,10,100,1e-05,0.01,0.94,0.991238894373149,4063,4041
1,8204,10,100,1e-05,0.01,0.966,0.9929302779132131,4108,4096
1,8304,10,100,1e-05,0.01,0.954,0.9989161849710982,4152,4152
1,8404,10,100,1e-05,0.01,0.968,0.9996430271299381,4202,4202
1,8504,10,100,1e-05,0.01,0.966,0.9998824082784572,4254,4250
1,8604,10,100,1e-05,0.01,0.97,0.997907949790795,4298,4306
1,8704,10,100,1e-05,0.01,0.97,0.9993106617647058,4354,4350
1,8804,10,100,1e-05,0.01,0.97,0.9955701953657429,4401,4403
1,8904,10,100,1e-05,0.01,0.96,0.9966307277628033,4444,4460
1,9004,10,100,1e-05,0.01,0.958,0.9973345179920036,4489,4515
1,9104,10,100,1e-05,0.01,0.962,0.9974736379613357,4532,4572
1,9204,10,100,1e-05,0.01,0.962,0.9977183833116037,4583,4621
1,9304,10,100,1e-05,0.01,0.966,0.9970980223559759,4627,4677
1,9404,10,100,1e-05,0.01,0.944,0.9787324542747767,4675,4729
1,9504,10,100,1e-05,0.01,0.964,0.9891624579124579,4724,4780
1,9604,10,100,1e-05,0.01,0.966,0.9880258225739276,4776,4828
1,9704,10,100,1e-05,0.01,0.966,0.9963932399010718,4829,4875
1,9804,10,100,1e-05,0.01,0.972,0.9968380252957977,4888,4916
1,9904,10,100,1e-05,0.01,0.978,0.9994951534733441,4938,4966
1,10004,10,100,1e-05,0.01,0.98,0.998500599760096,4990,5014
1,10104,10,100,1e-05,0.01,0.978,0.9994061757719715,5048,5056
1,10204,10,100,1e-05,0.01,0.974,0.9955899647197177,5105,5099
1,10304,10,100,1e-05,0.01,0.988,0.9967003105590062,5155,5149
1,10404,10,100,1e-05,0.01,0.972,0.9944252210688197,5206,5198
1,10504,10,100,1e-05,0.01,0.964,0.9907654226961158,5263,5241
1,10604,10,100,1e-05,0.01,0.974,0.9932101093926821,5319,5285
1,10704,10,100,1e-05,0.01,0.978,0.9985052316890882,5368,5336
1,10804,10,100,1e-05,0.01,0.976,0.9952795261014439,5414,5390
1,10904,10,100,1e-05,0.01,0.976,0.9991746148202495,5464,5440
1,11004,10,100,1e-05,0.01,0.982,0.9970010905125409,5513,5491
1,11104,10,100,1e-05,0.01,0.978,0.9985590778097982,5564,5540
1,11204,10,100,1e-05,0.01,0.984,0.9973223848625491,5607,5597
1,11304,10,100,1e-05,0.01,0.98,0.9969037508846426,5655,5649
1,11404,10,100,1e-05,0.01,0.99,0.9992108032269379,5706,5698
1,11504,10,100,1e-05,0.01,0.986,0.9989568845618915,5749,5755
1,11604,10,100,1e-05,0.01,0.986,0.9999138228197173,5792,5812
1,11704,10,100,1e-05,0.01,0.992,0.9985475051264525,5842,5862
1,11804,10,100,1e-05,0.01,0.982,0.9953405625211793,5899,5905
1,11904,10,100,1e-05,0.01,0.98,0.9968918010752689,5945,5959
1,12004,10,100,1e-05,0.01,0.97,0.9820893035654782,5996,6008
1,12104,10,100,1e-05,0.01,0.988,0.9885161929940516,6044,6060
1,12204,10,100,1e-05,0.01,0.992,0.9964765650606359,6094,6110
1,12304,10,100,1e-05,0.01,0.986,0.9973179453836151,6141,6163
1,12404,10,100,1e-05,0.01,0.99,0.9986294743631087,6186,6218
1,12504,10,100,1e-05,0.01,0.988,0.997040946896993,6232,6272
1,12604,10,100,1e-05,0.01,0.996,0.9984925420501428,6285,6319
1,12704,10,100,1e-05,0.01,0.994,0.999448992443325,6334,6370
1,12804,10,100,1e-05,0.01,0.992,0.9995313964386129,6393,6411
1,12904,10,100,1e-05,0.01,0.988,0.9994575325480471,6436,6468
1,13004,10,100,1e-05,0.01,0.984,0.9967702245462935,6487,6517
1,13104,10,100,1e-05,0.01,0.99,0.996947496947497,6535,6569
1,13204,10,100,1e-05,0.01,0.99,0.9971978188427749,6576,6628
1,13304,10,100,1e-05,0.01,0.982,0.9937612748045701,6631,6673
1,13404,10,100,1e-05,0.01,0.988,0.9993285586392122,6682,6722
1,13504,10,100,1e-05,0.01,0.994,0.998593009478673,6734,6770
1,13604,10,100,1e-05,0.01,0.99,0.9994854454572185,6797,6807
1,13704,10,100,1e-05,0.01,0.986,0.9981027437244601,6836,6868
1,13804,10,100,1e-05,0.01,0.996,0.9997826716893654,6884,6920
1,13904,10,100,1e-05,0.01,0.992,0.999928078250863,6930,6974
1,14004,10,100,1e-05,0.01,0.986,0.9983576121108255,6988,7016
1,14104,10,100,1e-05,0.01,0.99,0.9967385138967668,7040,7064
1,14204,10,100,1e-05,0.01,0.974,0.9936637566882568,7090,7114
1,14304,10,100,1e-05,0.01,0.992,0.9917505592841164,7132,7172
1,14404,10,100,1e-05,0.01,0.994,0.997917245209664,7183,7221
1,14504,10,100,1e-05,0.01,0.996,0.9993794815223387,7238,7266
1,14604,10,100,1e-05,0.01,0.996,0.9999315256094221,7291,7313
1,14704,10,100,1e-05,0.01,0.998,0.9995919477693145,7339,7365
1,14804,10,100,1e-05,0.01,1.0,0.9995271548230208,7397,7407
1,14904,10,100,1e-05,0.01,0.996,0.999194847020934,7445,7459
1,15004,10,100,1e-05,0.01,0.994,0.9974006931484938,7501,7503
2,104,10,100,1e-05,0.01,0.508,0.6442307692307693,67,37
2,204,10,100,1e-05,0.01,0.516,0.6617647058823529,116,88
2,304,10,100,1e-05,0.01,0.494,0.6052631578947368,159,145
2,404,10,100,1e-05,0.01,0.482,0.5618811881188119,205,199
2,504,10,100,1e-05,0.01,0.47,0.6111111111111112,252,252
2,604,10,100,1e-05,0.01,0.52,0.6241721854304636,304,300
2,704,10,100,1e-05,0.01,0.508,0.6676136363636364,351,353
2,804,10,100,1e-05,0.01,0.508,0.6766169154228856,406,398
2,904,10,100,1e-05,0.01,0.472,0.6581858407079646,456,448
2,1004,10,100,1e-05,0.01,0.474,0.6882470119521913,508,496
2,1104,10,100,1e-05,0.01,0.476,0.6748188405797102,557,547
2,1204,10,100,1e-05,0.01,0.518,0.6885382059800664,607,597
2,1304,10,100,1e-05,0.01,0.528,0.6748466257668712,657,647
2,1404,10,100,1e-05,0.01,0.508,0.7022792022792023,702,702
2,1504,10,100,1e-05,0.01,0.534,0.6775265957446809,750,754
2,1604,10,100,1e-05,0.01,0.486,0.6801745635910225,806,798
2,1704,10,100,1e-05,0.01,0.544,0.727112676056338,845,859
2,1804,10,100,1e-05,0.01,0.488,0.7488913525498891,889,915
2,1904,10,100,1e-05,0.01,0.554,0.7253151260504201,935,969
2,2004,10,100,1e-05,0.01,0.528,0.7754491017964071,980,1024
2,2104,10,100,1e-05,0.01,0.534,0.7585551330798479,1026,1078
2,2204,10,100,1e-05,0.01,0.568,0.7803992740471869,1082,1122
2,2304,10,100,1e-05,0.01,0.542,0.7881944444444444,1129,1175
2,2404,10,100,1e-05,0.01,0.566,0.8202995008319468,1181,1223
2,2504,10,100,1e-05,0.01,0.544,0.8446485623003195,1229,1275
2,2604,10,100,1e-05,0.01,0.562,0.8725038402457758,1282,1322
2,2704,10,100,1e-05,0.01,0.592,0.852810650887574,1332,1372
2,2804,10,100,1e-05,0.01,0.576,0.8605563480741797,1387,1417
2,2904,10,100,1e-05,0.01,0.628,0.8798209366391184,1438,1466
2,3004,10,100,1e-05,0.01,0.652,0.9131158455392809,1482,1522
2,3104,10,100,1e-05,0.01,0.646,0.9384664948453608,1534,1570
2,3204,10,100,1e-05,0.01,0.648,0.8860799001248439,1584,1620
2,3304,10,100,1e-05,0.01,0.652,0.8686440677966102,1635,1669
2,3404,10,100,1e-05,0.01,0.692,0.9174500587544065,1680,1724
2,3504,10,100,1e-05,0.01,0.702,0.9429223744292238,1728,1776
2,3604,10,100,1e-05,0.01,0.714,0.9203662597114317,1778,1826
2,3704,10,100,1e-05,0.01,0.752,0.968682505399568,1831,1873
2,3804,10,100,1e-05,0.01,0.798,0.9847528916929548,1872,1932
2,3904,10,100,1e-05,0.01,0.826,0.9879610655737705,1923,1981
2,4004,10,100,1e-05,0.01,0.85,0.9920079920079921,1968,2036
2,4104,10,100,1e-05,0.01,0.87,0.9929337231968811,2021,2083
2,4204,10,100,1e-05,0.01,0.862,0.9907231208372979,2063,2141
2,4304,10,100,1e-05,0.01,0.908,0.9965148698884758,2103,2201
2,4404,10,100,1e-05,0.01,0.89,0.9900090826521344,2146,2258
2,4504,10,100,1e-05,0.01,0.91,0.9704706927175843,2196,2308
2,4604,10,100,1e-05,0.01,0.918,0.9871850564726324,2250,2354
2,4704,10,100,1e-05,0.01,0.904,0.9904336734693877,2297,2407
2,4804,10,100,1e-05,0.01,0.932,0.9975020815986678,2349,2455
2,4904,10,100,1e-05,0.01,0.94,0.9987765089722676,2390,2514
2,5004,10,100,1e-05,0.01,0.938,0.9992006394884093,2450,2554
2,5104,10,100,1e-05,0.01,0.954,0.9996081504702194,2510,2594
2,5204,10,100,1e-05,0.01,0.944,0.9986548808608763,2566,2638
2,5304,10,100,1e-05,0.01,0.954,0.9996229260935143,2619,2685
2,5404,10,100,1e-05,0.01,0.964,0.9998149518874907,2669,2735
2,5504,10,100,1e-05,0.01,0.952,0.9976380813953488,2719,2785
2,5604,10,100,1e-05,0.01,0.96,0.9998215560314061,2765,2839
2,5704,10,100,1e-05,0.01,0.97,1.0,2815,2889
2,5804,10,100,1e-05,0.01,0.968,1.0,2862,2942
2,5904,10,100,1e-05,0.01,0.966,0.9996612466124661,2915,2989
2,6004,10,100,1e-05,0.01,0.966,0.9993337774816788,2968,3036
2,6104,10,100,1e-05,0.01,0.958,0.9908256880733946,3013,3091
2,6204,10,100,1e-05,0.01,0.946,0.9866215344938749,3062,3142
2,6304,10,100,1e-05,0.01,0.954,0.9901649746192893,3105,3199
2,6404,10,100,1e-05,0.01,0.95,0.9881324172392255,3162,3242
2,6504,10,100,1e-05,0.01,0.974,0.998769987699877,3211,3293
2,6604,10,100,1e-05,0.01,0.97,0.9965172622652938,3255,3349
2,6704,10,100,1e-05,0.01,0.972,0.9968675417661098,3302,3402
2,6804,10,100,1e-05,0.01,0.97,0.9995590828924162,3352,3452
2,6904,10,100,1e-05,0.01,0.988,1.0,3403,3501
2,7004,10,100,1e-05,0.01,0.988,0.9992861222158766,3456,3548
2,7104,10,100,1e-05,0.01,0.984,0.9998592342342343,3501,3603
2,7204,10,100,1e-05,0.01,0.984,0.9997223764575236,3551,3653
2,7304,10,100,1e-05,0.01,0.988,1.0,3607,3697
2,7404,10,100,1e-05,0.01,0.988,1.0,3660,3744
2,7504,10,100,1e-05,0.01,0.988,1.0,3709,3795
2,7604,10,100,1e-05,0.01,0.988,1.0,3751,3853
2,7704,10,100,1e-05,0.01,0.988,0.9997403946002077,3799,3905
2,7804,10,100,1e-05,0.01,0.988,0.9998718605843158,3844,3960
2,7904,10,100,1e-05,0.01,0.982,0.999746963562753,3897,4007
2,8004,10,100,1e-05,0.01,0.986,0.999000499750125,3951,4053
2,8104,10,100,1e-05,0.01,0.99,0.9981490621915103,4000,4104
2,8204,10,100,1e-05,0.01,0.98,0.9951243295953194,4053,4151
2,8304,10,100,1e-05,0.01,0.978,0.9909682080924855,4100,4204
2,8404,10,100,1e-05,0.01,0.98,0.9861970490242742,4152,4252
2,8504,10,100,1e-05,0.01,0.97,0.9914158043273753,4207,4297
2,8604,10,100,1e-05,0.01,0.986,0.997443049744305,4262,4342
2,8704,10,100,1e-05,0.01,0.986,0.9979319852941176,4305,4399
2,8804,10,100,1e-05,0.01,0.99,0.9990913221263062,4362,4442
2,8904,10,100,1e-05,0.01,0.986,0.9985399820305481,4412,4492
2,9004,10,100,1e-05,0.01,0.988,0.9985561972456686,4450,4554
2,9104,10,100,1e-05,0.01,0.986,0.9992311072056239,4498,4606
2,9204,10,100,1e-05,0.01,0.982,0.99793568013907,4551,4653
2,9304,10,100,1e-05,0.01,0.992,0.9994625967325881,4598,4706
2,9404,10,100,1e-05,0.01,0.982,0.9974478945129732,4649,4755
2,9504,10,100,1e-05,0.01,0.992,0.9982112794612794,4707,4797
2,9604,10,100,1e-05,0.01,0.988,0.9941690962099126,4766,4838
2,9704,10,100,1e-05,0.01,0.976,0.9935078318219291,4810,4894
2,9804,10,100,1e-05,0.01,0.986,0.994390044879641,4859,4945
2,9904,10,100,1e-05,0.01,0.992,0.9991922455573505,4908,4996
2,10004,10,100,1e-05,0.01,0.992,0.9997001199520192,4959,5045
2,10104,10,100,1e-05,0.01,0.996,0.9990102929532858,5005,5099
2,10204,10,100,1e-05,0.01,0.994,0.9995099960799686,5057,5147
2,10304,10,100,1e-05,0.01,0.996,0.999902950310559,5107,5197
2,10404,10,100,1e-05,0.01,0.994,0.9997116493656286,5155,5249
2,10504,10,100,1e-05,0.01,0.994,1.0,5203,5301
2,10604,10,100,1e-05,0.01,0.994,0.9986797434930215,5249,5355
2,10704,10,100,1e-05,0.01,0.992,1.0,5300,5404
2,10804,10,100,1e-05,0.01,0.994,1.0,5353,5451
2,10904,10,100,1e-05,0.01,0.996,1.0,5401,5503
2,11004,10,100,1e-05,0.01,0.992,1.0,5450,5554
2,11104,10,100,1e-05,0.01,0.994,1.0,5494,5610
2,11204,10,100,1e-05,0.01,0.994,0.9995537308104249,5543,5661
2,11304,10,100,1e-05,0.01,0.992,0.9988499646142959,5601,5703
2,11404,10,100,1e-05,0.01,0.988,0.9900035075412136,5653,5751
2,11504,10,100,1e-05,0.01,0.99,0.9943497913769124,5716,5788
2,11604,10,100,1e-05,0.01,0.996,0.9936228886590831,5770,5834
2,11704,10,100,1e-05,0.01,0.994,0.9985475051264525,5820,5884
2,11804,10,100,1e-05,0.01,0.994,0.9987292443239579,5865,5939
2,11904,10,100,1e-05,0.01,0.996,0.9991599462365591,5918,5986
2,12004,10,100,1e-05,0.01,0.996,0.9993335554815062,5978,6026
2,12104,10,100,1e-05,0.01,0.994,0.9996695307336417,6024,6080
2,12204,10,100,1e-05,0.01,0.996,0.9998361193051458,6082,6122
2,12304,10,100,1e-05,0.01,0.994,0.9993498049414824,6133,6171
2,12404,10,100,1e-05,0.01,0.998,0.9999193808448887,6186,6218
2,12504,10,100,1e-05,0.01,0.994,0.9999200255918106,6234,6270
2,12604,10,100,1e-05,0.01,0.996,0.9998413202158045,6280,6324
2,12704,10,100,1e-05,0.01,0.996,1.0,6337,6367
2,12804,10,100,1e-05,0.01,0.996,1.0,6395,6409
2,12904,10,100,1e-05,0.01,0.99,0.9989925604463732,6437,6467
2,13004,10,100,1e-05,0.01,0.996,0.9969240233774224,6486,6518
2,13104,10,100,1e-05,0.01,0.998,0.9984737484737485,6532,6572
2,13204,10,100,1e-05,0.01,0.996,0.997046349591033,6586,6618
2,13304,10,100,1e-05,0.01,0.996,0.9985718580877931,6639,6665
2,13404,10,100,1e-05,0.01,0.992,0.9962697702178455,6681,6723
2,13504,10,100,1e-05,0.01,0.994,0.9985189573459715,6729,6775
2,13604,10,100,1e-05,0.01,0.992,0.9963246104087033,6785,6819
2,13704,10,100,1e-05,0.01,0.99,0.9976649153531816,6839,6865
2,13804,10,100,1e-05,0.01,0.992,0.9966676325702695,6888,6916
2,13904,10,100,1e-05,0.01,0.994,0.9994965477560415,6944,6960
2,14004,10,100,1e-05,0.01,0.998,1.0,7000,7004
2,14104,10,100,1e-05,0.01,0.998,0.9999290981281905,7040,7064
2,14204,10,100,1e-05,0.01,0.998,1.0,7091,7113
2,14304,10,100,1e-05,0.01,0.998,1.0,7146,7158
2,14404,10,100,1e-05,0.01,0.998,1.0,7194,7210
2,14504,10,100,1e-05,0.01,0.998,1.0,7252,7252
2,14604,10,100,1e-05,0.01,0.998,1.0,7301,7303
2,14704,10,100,1e-05,0.01,0.998,1.0,7356,7348
2,14804,10,100,1e-05,0.01,0.998,1.0,7406,7398
2,14904,10,100,1e-05,0.01,0.998,0.9997316156736447,7451,7453
2,15004,10,100,1e-05,0.01,0.998,0.9999333511063716,7498,7506
3,104,10,100,1e-05,0.01,0.494,0.49038461538461536,55,49
3,204,10,100,1e-05,0.01,0.498,0.696078431372549,93,111
3,304,10,100,1e-05,0.01,0.524,0.6611842105263158,148,156
3,404,10,100,1e-05,0.01,0.53,0.655940594059406,205,199
3,504,10,100,1e-05,0.01,0.52,0.6150793650793651,247,257
3,604,10,100,1e-05,0.01,0.514,0.640728476821192,298,306
3,704,10,100,1e-05,0.01,0.508,0.6448863636363636,363,341
3,804,10,100,1e-05,0.01,0.514,0.6728855721393034,406,398
3,904,10,100,1e-05,0.01,0.49,0.6803097345132744,459,445
3,1004,10,100,1e-05,0.01,0.528,0.6404382470119522,506,498
3,1104,10,100,1e-05,0.01,0.5,0.6503623188405797,561,543
3,1204,10,100,1e-05,0.01,0.496,0.6694352159468439,605,599
3,1304,10,100,1e-05,0.01,0.506,0.7032208588957055,655,649
3,1404,10,100,1e-05,0.01,0.5,0.7250712250712251,711,693
3,1504,10,100,1e-05,0.01,0.53,0.7340425531914894,752,752
3,1604,10,100,1e-05,0.01,0.54,0.7518703241895262,805,799
3,1704,10,100,1e-05,0.01,0.538,0.7224178403755869,862,842
3,1804,10,100,1e-05,0.01,0.556,0.7433481152993349,918,886
3,1904,10,100,1e-05,0.01,0.558,0.7641806722689075,967,937
3,2004,10,100,1e-05,0.01,0.586,0.8063872255489022,1027,977
3,2104,10,100,1e-05,0.01,0.61,0.8008555133079848,1080,1024
3,2204,10,100,1e-05,0.01,0.62,0.852087114337568,1138,1066
3,2304,10,100,1e-05,0.01,0.626,0.8502604166666666,1187,1117
3,2404,10,100,1e-05,0.01,0.66,0.877287853577371,1236,1168
3,2504,10,100,1e-05,0.01,0.684,0.8634185303514377,1284,1220
3,2604,10,100,1e-05,0.01,0.694,0.8978494623655914,1335,1269
3,2704,10,100,1e-05,0.01,0.724,0.915680473372781,1393,1311
3,2804,10,100,1e-05,0.01,0.746,0.9290299572039943,1444,1360
3,2904,10,100,1e-05,0.01,0.79,0.9369834710743802,1495,1409
3,3004,10,100,1e-05,0.01,0.796,0.9374167776298269,1544,1460
3,3104,10,100,1e-05,0.01,0.762,0.9407216494845361,1592,1512
3,3204,10,100,1e-05,0.01,0.812,0.9697253433208489,1641,1563
3,3304,10,100,1e-05,0.01,0.822,0.9769975786924939,1684,1620
3,3404,10,100,1e-05,0.01,0.84,0.9850176263219741,1731,1673
3,3504,10,100,1e-05,0.01,0.83,0.978310502283105,1787,1717
3,3604,10,100,1e-05,0.01,0.85,0.9836293007769146,1832,1772
3,3704,10,100,1e-05,0.01,0.876,0.990280777537797,1877,1827
3,3804,10,100,1e-05,0.01,0.87,0.9865930599369085,1926,1878
3,3904,10,100,1e-05,0.01,0.866,0.9838627049180327,1966,1938
3,4004,10,100,1e-05,0.01,0.878,0.9887612387612388,2014,1990
3,4104,10,100,1e-05,0.01,0.892,0.9917153996101364,2063,2041
3,4204,10,100,1e-05,0.01,0.882,0.9976213130352045,2103,2101
3,4304,10,100,1e-05,0.01,0.9,0.9983736059479554,2144,2160
3,4404,10,100,1e-05,0.01,0.902,0.9965940054495913,2195,2209
3,4504,10,100,1e-05,0.01,0.884,0.9833481349911191,2251,2253
3,4604,10,100,1e-05,0.01,0.888,0.9641615986099045,2304,2300
3,4704,10,100,1e-05,0.01,0.9,0.9800170068027211,2353,2351
3,4804,10,100,1e-05,0.01,0.91,0.992714404662781,2409,2395
3,4904,10,100,1e-05,0.01,0.916,0.9942903752039152,2460,2444
3,5004,10,100,1e-05,0.01,0.924,0.9990007993605116,2515,2489
3,5104,10,100,1e-05,0.01,0.93,0.9992163009404389,2563,2541
3,5204,10,100,1e-05,0.01,0.928,0.9990392006149116,2614,2590
3,5304,10,100,1e-05,0.01,0.92,0.9996229260935143,2665,2639
3,5404,10,100,1e-05,0.01,0.93,0.9996299037749815,2715,2689
3,5504,10,100,1e-05,0.01,0.924,1.0,2762,2742
3,5604,10,100,1e-05,0.01,0.94,0.9998215560314061,2816,2788
3,5704,10,100,1e-05,0.01,0.93,0.998422159887798,2865,2839
3,5804,10,100,1e-05,0.01,0.948,0.9991385251550655,2912,2892
3,5904,10,100,1e-05,0.01,0.944,0.9989837398373984,2963,2941
3,6004,10,100,1e-05,0.01,0.924,0.9936708860759493,3011,2993
3,6104,10,100,1e-05,0.01,0.906,0.9701834862385321,3059,3045
3,6204,10,100,1e-05,0.01,0.95,0.9785622179239201,3109,3095
3,6304,10,100,1e-05,0.01,0.958,0.9950824873096447,3162,3142
3,6404,10,100,1e-05,0.01,0.96,0.9982823235477827,3213,3191
3,6504,10,100,1e-05,0.01,0.96,0.9990774907749077,3258,3246
3,6604,10,100,1e-05,0.01,0.964,0.9996971532404604,3306,3298
3,6704,10,100,1e-05,0.01,0.964,0.9992541766109785,3349,3355
3,6804,10,100,1e-05,0.01,0.968,0.9997060552616108,3398,3406
3,6904,10,100,1e-05,0.01,0.97,0.9992757821552724,3447,3457
3,7004,10,100,1e-05,0.01,0.966,0.9997144488863506,3494,3510
3,7104,10,100,1e-05,0.01,0.966,0.9905686936936937,3551,3553
3,7204,10,100,1e-05,0.01,0.974,0.9980566352026652,3603,3601
3,7304,10,100,1e-05,0.01,0.966,0.9997261774370209,3658,3646
3,7404,10,100,1e-05,0.01,0.97,1.0,3714,3690
3,7504,10,100,1e-05,0.01,0.966,0.9998667377398721,3758,3746
3,7604,10,100,1e-05,0.01,0.954,0.9938190426091531,3807,3797
3,7704,10,100,1e-05,0.01,0.95,0.9913032191069574,3862,3842
3,7804,10,100,1e-05,0.01,0.96,0.9925679138903126,3915,3889
3,7904,10,100,1e-05,0.01,0.96,0.9906376518218624,3965,3939
3,8004,10,100,1e-05,0.01,0.972,0.993503248375812,4017,3987
3,8104,10,100,1e-05,0.01,0.97,0.9987660414610069,4062,4042
3,8204,10,100,1e-05,0.01,0.974,0.9958556801560214,4119,4085
3,8304,10,100,1e-05,0.01,0.972,0.9986753371868978,4167,4137
