trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,train_accuracy,batch_pos,batch_neg,equality_pretraining_accuracy,max_equality_pretraining_trials
1,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
1,104,2,50,1e-05,0.0001,0.5,0.5769230769230769,44,60,0.5,1
1,204,2,50,1e-05,0.0001,0.5,0.5294117647058824,96,108,0.5,1
1,304,2,50,1e-05,0.0001,0.5,0.5230263157894737,145,159,0.5,1
1,404,2,50,1e-05,0.0001,0.5,0.5297029702970297,190,214,0.5,1
1,504,2,50,1e-05,0.0001,0.5,0.5138888888888888,245,259,0.5,1
1,604,2,50,1e-05,0.0001,0.5,0.5082781456953642,297,307,0.5,1
1,704,2,50,1e-05,0.0001,0.5,0.5113636363636364,344,360,0.5,1
1,804,2,50,1e-05,0.0001,0.5,0.5062189054726368,397,407,0.5,1
1,904,2,50,1e-05,0.0001,0.5,0.5011061946902655,451,453,0.5,1
1,1004,2,50,1e-05,0.0001,0.5,0.49800796812749004,504,500,0.5,1
1,1104,2,50,1e-05,0.0001,0.5,0.509963768115942,541,563,0.5,1
1,1204,2,50,1e-05,0.0001,0.5,0.5099667774086378,590,614,0.5,1
1,1304,2,50,1e-05,0.0001,0.5,0.5145705521472392,633,671,0.5,1
1,1404,2,50,1e-05,0.0001,0.5,0.5135327635327636,683,721,0.5,1
1,1504,2,50,1e-05,0.0001,0.5,0.5093085106382979,738,766,0.5,1
1,1604,2,50,1e-05,0.0001,0.5,0.506857855361596,791,813,0.5,1
1,1704,2,50,1e-05,0.0001,0.5,0.5029342723004695,847,857,0.5,1
1,1804,2,50,1e-05,0.0001,0.5,0.4977827050997783,906,898,0.5,1
1,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
2,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.502,1
2,104,2,50,1e-05,0.0001,0.5,0.5192307692307693,50,54,0.502,1
2,204,2,50,1e-05,0.0001,0.5,0.5245098039215687,97,107,0.502,1
2,304,2,50,1e-05,0.0001,0.5,0.5,152,152,0.502,1
2,404,2,50,1e-05,0.0001,0.5,0.5024752475247525,201,203,0.502,1
2,504,2,50,1e-05,0.0001,0.5,0.5238095238095238,240,264,0.502,1
2,604,2,50,1e-05,0.0001,0.5,0.5033112582781457,300,304,0.502,1
2,704,2,50,1e-05,0.0001,0.5,0.5042613636363636,349,355,0.502,1
2,804,2,50,1e-05,0.0001,0.5,0.503731343283582,399,405,0.502,1
2,904,2,50,1e-05,0.0001,0.5,0.49557522123893805,456,448,0.502,1
2,1004,2,50,1e-05,0.0001,0.5,0.5029880478087649,499,505,0.502,1
2,1104,2,50,1e-05,0.0001,0.5,0.5036231884057971,548,556,0.502,1
2,1204,2,50,1e-05,0.0001,0.5,0.5016611295681063,600,604,0.502,1
2,1304,2,50,1e-05,0.0001,0.5,0.49846625766871167,654,650,0.502,1
2,1404,2,50,1e-05,0.0001,0.5,0.49715099715099714,706,698,0.502,1
2,1504,2,50,1e-05,0.0001,0.5,0.4933510638297872,762,742,0.502,1
2,1604,2,50,1e-05,0.0001,0.5,0.4956359102244389,809,795,0.502,1
2,1704,2,50,1e-05,0.0001,0.5,0.49295774647887325,864,840,0.502,1
2,1804,2,50,1e-05,0.0001,0.5,0.49611973392461195,909,895,0.502,1
2,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.502,1
3,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
3,104,2,50,1e-05,0.0001,0.5,0.5288461538461539,49,55,0.5,1
3,204,2,50,1e-05,0.0001,0.5,0.5,102,102,0.5,1
3,304,2,50,1e-05,0.0001,0.5,0.4967105263157895,153,151,0.5,1
3,404,2,50,1e-05,0.0001,0.5,0.5024752475247525,201,203,0.5,1
3,504,2,50,1e-05,0.0001,0.5,0.5,252,252,0.5,1
3,604,2,50,1e-05,0.0001,0.5,0.5099337748344371,296,308,0.5,1
3,704,2,50,1e-05,0.0001,0.5,0.5099431818181818,345,359,0.5,1
3,804,2,50,1e-05,0.0001,0.5,0.5161691542288557,389,415,0.5,1
3,904,2,50,1e-05,0.0001,0.5,0.5176991150442478,436,468,0.5,1
3,1004,2,50,1e-05,0.0001,0.5,0.500996015936255,501,503,0.5,1
3,1104,2,50,1e-05,0.0001,0.5,0.5054347826086957,546,558,0.5,1
3,1204,2,50,1e-05,0.0001,0.5,0.5033222591362126,598,606,0.5,1
3,1304,2,50,1e-05,0.0001,0.5,0.5053680981595092,645,659,0.5,1
3,1404,2,50,1e-05,0.0001,0.5,0.5056980056980057,694,710,0.5,1
3,1504,2,50,1e-05,0.0001,0.5,0.5026595744680851,748,756,0.5,1
3,1604,2,50,1e-05,0.0001,0.5,0.49688279301745636,807,797,0.5,1
3,1704,2,50,1e-05,0.0001,0.5,0.49765258215962443,856,848,0.5,1
3,1804,2,50,1e-05,0.0001,0.5,0.4955654101995565,910,894,0.5,1
3,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
4,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
4,104,2,50,1e-05,0.0001,0.5,0.4807692307692308,54,50,0.5,1
4,204,2,50,1e-05,0.0001,0.5,0.46078431372549017,110,94,0.5,1
4,304,2,50,1e-05,0.0001,0.5,0.4769736842105263,159,145,0.5,1
4,404,2,50,1e-05,0.0001,0.5,0.47277227722772275,213,191,0.5,1
4,504,2,50,1e-05,0.0001,0.5,0.4603174603174603,272,232,0.5,1
4,604,2,50,1e-05,0.0001,0.5,0.4602649006622517,326,278,0.5,1
4,704,2,50,1e-05,0.0001,0.5,0.46732954545454547,375,329,0.5,1
4,804,2,50,1e-05,0.0001,0.5,0.48134328358208955,417,387,0.5,1
4,904,2,50,1e-05,0.0001,0.5,0.49557522123893805,456,448,0.5,1
4,1004,2,50,1e-05,0.0001,0.5,0.5029880478087649,499,505,0.5,1
4,1104,2,50,1e-05,0.0001,0.5,0.5063405797101449,545,559,0.5,1
4,1204,2,50,1e-05,0.0001,0.5,0.5041528239202658,597,607,0.5,1
4,1304,2,50,1e-05,0.0001,0.5,0.5076687116564417,642,662,0.5,1
4,1404,2,50,1e-05,0.0001,0.5,0.5078347578347578,691,713,0.5,1
4,1504,2,50,1e-05,0.0001,0.5,0.5039893617021277,746,758,0.5,1
4,1604,2,50,1e-05,0.0001,0.5,0.49875311720698257,804,800,0.5,1
4,1704,2,50,1e-05,0.0001,0.5,0.4970657276995305,857,847,0.5,1
4,1804,2,50,1e-05,0.0001,0.5,0.5011086474501109,900,904,0.5,1
4,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
5,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
5,104,2,50,1e-05,0.0001,0.5,0.5,52,52,0.5,1
5,204,2,50,1e-05,0.0001,0.5,0.49019607843137253,104,100,0.5,1
5,304,2,50,1e-05,0.0001,0.5,0.506578947368421,150,154,0.5,1
5,404,2,50,1e-05,0.0001,0.5,0.5,202,202,0.5,1
5,504,2,50,1e-05,0.0001,0.5,0.4880952380952381,258,246,0.5,1
5,604,2,50,1e-05,0.0001,0.5,0.5033112582781457,300,304,0.5,1
5,704,2,50,1e-05,0.0001,0.5,0.5056818181818182,348,356,0.5,1
5,804,2,50,1e-05,0.0001,0.5,0.5074626865671642,396,408,0.5,1
5,904,2,50,1e-05,0.0001,0.5,0.5066371681415929,446,458,0.5,1
5,1004,2,50,1e-05,0.0001,0.5,0.5079681274900398,494,510,0.5,1
5,1104,2,50,1e-05,0.0001,0.5,0.5081521739130435,543,561,0.5,1
5,1204,2,50,1e-05,0.0001,0.5,0.5074750830564784,593,611,0.5,1
5,1304,2,50,1e-05,0.0001,0.5,0.5030674846625767,648,656,0.5,1
5,1404,2,50,1e-05,0.0001,0.5,0.5071225071225072,692,712,0.5,1
5,1504,2,50,1e-05,0.0001,0.5,0.5006648936170213,751,753,0.5,1
5,1604,2,50,1e-05,0.0001,0.5,0.5031172069825436,797,807,0.5,1
5,1704,2,50,1e-05,0.0001,0.5,0.5005868544600939,851,853,0.5,1
5,1804,2,50,1e-05,0.0001,0.5,0.49611973392461195,909,895,0.5,1
5,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
6,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
6,104,2,50,1e-05,0.0001,0.5,0.6057692307692307,63,41,0.5,1
6,204,2,50,1e-05,0.0001,0.5,0.5588235294117647,114,90,0.5,1
6,304,2,50,1e-05,0.0001,0.5,0.506578947368421,154,150,0.5,1
6,404,2,50,1e-05,0.0001,0.5,0.49257425742574257,199,205,0.5,1
6,504,2,50,1e-05,0.0001,0.5,0.498015873015873,251,253,0.5,1
6,604,2,50,1e-05,0.0001,0.5,0.5132450331125827,310,294,0.5,1
6,704,2,50,1e-05,0.0001,0.5,0.5042613636363636,355,349,0.5,1
6,804,2,50,1e-05,0.0001,0.5,0.5099502487562189,410,394,0.5,1
6,904,2,50,1e-05,0.0001,0.5,0.49557522123893805,448,456,0.5,1
6,1004,2,50,1e-05,0.0001,0.5,0.4940239043824701,496,508,0.5,1
6,1104,2,50,1e-05,0.0001,0.5,0.4945652173913043,546,558,0.5,1
6,1204,2,50,1e-05,0.0001,0.5,0.4908637873754153,591,613,0.5,1
6,1304,2,50,1e-05,0.0001,0.5,0.49233128834355827,642,662,0.5,1
6,1404,2,50,1e-05,0.0001,0.5,0.4943019943019943,694,710,0.5,1
6,1504,2,50,1e-05,0.0001,0.5,0.4933510638297872,742,762,0.5,1
6,1604,2,50,1e-05,0.0001,0.5,0.4918952618453865,789,815,0.5,1
6,1704,2,50,1e-05,0.0001,0.5,0.49413145539906106,842,862,0.5,1
6,1804,2,50,1e-05,0.0001,0.5,0.49889135254988914,900,904,0.5,1
6,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
7,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
7,104,2,50,1e-05,0.0001,0.5,0.6057692307692307,41,63,0.5,1
7,204,2,50,1e-05,0.0001,0.5,0.5441176470588235,93,111,0.5,1
7,304,2,50,1e-05,0.0001,0.5,0.5592105263157895,134,170,0.5,1
7,404,2,50,1e-05,0.0001,0.5,0.5470297029702971,183,221,0.5,1
7,504,2,50,1e-05,0.0001,0.5,0.5337301587301587,235,269,0.5,1
7,604,2,50,1e-05,0.0001,0.5,0.5231788079470199,288,316,0.5,1
7,704,2,50,1e-05,0.0001,0.5,0.5255681818181818,334,370,0.5,1
7,804,2,50,1e-05,0.0001,0.5,0.5186567164179104,387,417,0.5,1
7,904,2,50,1e-05,0.0001,0.5,0.5110619469026548,442,462,0.5,1
7,1004,2,50,1e-05,0.0001,0.5,0.5069721115537849,495,509,0.5,1
7,1104,2,50,1e-05,0.0001,0.5,0.5072463768115942,544,560,0.5,1
7,1204,2,50,1e-05,0.0001,0.5,0.5024916943521595,599,605,0.5,1
7,1304,2,50,1e-05,0.0001,0.5,0.49846625766871167,654,650,0.5,1
7,1404,2,50,1e-05,0.0001,0.5,0.5014245014245015,700,704,0.5,1
7,1504,2,50,1e-05,0.0001,0.5,0.49867021276595747,754,750,0.5,1
7,1604,2,50,1e-05,0.0001,0.5,0.5018703241895262,799,805,0.5,1
7,1704,2,50,1e-05,0.0001,0.5,0.4988262910798122,854,850,0.5,1
7,1804,2,50,1e-05,0.0001,0.5,0.5016629711751663,899,905,0.5,1
7,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
8,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
8,104,2,50,1e-05,0.0001,0.5,0.49038461538461536,51,53,0.5,1
8,204,2,50,1e-05,0.0001,0.5,0.47549019607843135,97,107,0.5,1
8,304,2,50,1e-05,0.0001,0.5,0.48355263157894735,147,157,0.5,1
8,404,2,50,1e-05,0.0001,0.5,0.4900990099009901,198,206,0.5,1
8,504,2,50,1e-05,0.0001,0.5,0.4781746031746032,241,263,0.5,1
8,604,2,50,1e-05,0.0001,0.5,0.48013245033112584,290,314,0.5,1
8,704,2,50,1e-05,0.0001,0.5,0.4971590909090909,350,354,0.5,1
8,804,2,50,1e-05,0.0001,0.5,0.49502487562189057,398,406,0.5,1
8,904,2,50,1e-05,0.0001,0.5,0.49668141592920356,449,455,0.5,1
8,1004,2,50,1e-05,0.0001,0.5,0.49302788844621515,495,509,0.5,1
8,1104,2,50,1e-05,0.0001,0.5,0.4891304347826087,540,564,0.5,1
8,1204,2,50,1e-05,0.0001,0.5,0.4908637873754153,591,613,0.5,1
8,1304,2,50,1e-05,0.0001,0.5,0.4892638036809816,638,666,0.5,1
8,1404,2,50,1e-05,0.0001,0.5,0.49074074074074076,689,715,0.5,1
8,1504,2,50,1e-05,0.0001,0.5,0.4913563829787234,739,765,0.5,1
8,1604,2,50,1e-05,0.0001,0.5,0.4956359102244389,795,809,0.5,1
8,1704,2,50,1e-05,0.0001,0.5,0.4988262910798122,850,854,0.5,1
8,1804,2,50,1e-05,0.0001,0.5,0.5016629711751663,905,899,0.5,1
8,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
9,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
9,104,2,50,1e-05,0.0001,0.5,0.49038461538461536,53,51,0.5,1
9,204,2,50,1e-05,0.0001,0.5,0.4852941176470588,105,99,0.5,1
9,304,2,50,1e-05,0.0001,0.5,0.48355263157894735,157,147,0.5,1
9,404,2,50,1e-05,0.0001,0.5,0.4777227722772277,211,193,0.5,1
9,504,2,50,1e-05,0.0001,0.5,0.4623015873015873,271,233,0.5,1
9,604,2,50,1e-05,0.0001,0.5,0.4735099337748344,318,286,0.5,1
9,704,2,50,1e-05,0.0001,0.5,0.46448863636363635,377,327,0.5,1
9,804,2,50,1e-05,0.0001,0.5,0.4763681592039801,421,383,0.5,1
9,904,2,50,1e-05,0.0001,0.5,0.4745575221238938,475,429,0.5,1
9,1004,2,50,1e-05,0.0001,0.5,0.48406374501992033,518,486,0.5,1
9,1104,2,50,1e-05,0.0001,0.5,0.48188405797101447,572,532,0.5,1
9,1204,2,50,1e-05,0.0001,0.5,0.48588039867109634,619,585,0.5,1
9,1304,2,50,1e-05,0.0001,0.5,0.4869631901840491,669,635,0.5,1
9,1404,2,50,1e-05,0.0001,0.5,0.49002849002849,716,688,0.5,1
9,1504,2,50,1e-05,0.0001,0.5,0.48936170212765956,768,736,0.5,1
9,1604,2,50,1e-05,0.0001,0.5,0.4912718204488778,816,788,0.5,1
9,1704,2,50,1e-05,0.0001,0.5,0.4953051643192488,860,844,0.5,1
9,1804,2,50,1e-05,0.0001,0.5,0.5005543237250555,901,903,0.5,1
9,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
10,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
10,104,2,50,1e-05,0.0001,0.5,0.47115384615384615,55,49,0.5,1
10,204,2,50,1e-05,0.0001,0.5,0.4411764705882353,114,90,0.5,1
10,304,2,50,1e-05,0.0001,0.5,0.4868421052631579,156,148,0.5,1
10,404,2,50,1e-05,0.0001,0.5,0.5123762376237624,197,207,0.5,1
10,504,2,50,1e-05,0.0001,0.5,0.5119047619047619,246,258,0.5,1
10,604,2,50,1e-05,0.0001,0.5,0.5082781456953642,297,307,0.5,1
10,704,2,50,1e-05,0.0001,0.5,0.5113636363636364,344,360,0.5,1
10,804,2,50,1e-05,0.0001,0.5,0.5087064676616916,395,409,0.5,1
10,904,2,50,1e-05,0.0001,0.5,0.5110619469026548,442,462,0.5,1
10,1004,2,50,1e-05,0.0001,0.5,0.5129482071713147,489,515,0.5,1
10,1104,2,50,1e-05,0.0001,0.5,0.5190217391304348,531,573,0.5,1
10,1204,2,50,1e-05,0.0001,0.5,0.5191029900332226,579,625,0.5,1
10,1304,2,50,1e-05,0.0001,0.5,0.5153374233128835,632,672,0.5,1
10,1404,2,50,1e-05,0.0001,0.5,0.5135327635327636,683,721,0.5,1
10,1504,2,50,1e-05,0.0001,0.5,0.5093085106382979,738,766,0.5,1
10,1604,2,50,1e-05,0.0001,0.5,0.5043640897755611,795,809,0.5,1
10,1704,2,50,1e-05,0.0001,0.5,0.4994131455399061,853,851,0.5,1
10,1804,2,50,1e-05,0.0001,0.5,0.4983370288248337,905,899,0.5,1
10,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
11,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
11,104,2,50,1e-05,0.0001,0.5,0.46153846153846156,48,56,0.5,1
11,204,2,50,1e-05,0.0001,0.5,0.45098039215686275,92,112,0.5,1
11,304,2,50,1e-05,0.0001,0.5,0.4769736842105263,145,159,0.5,1
11,404,2,50,1e-05,0.0001,0.5,0.49257425742574257,199,205,0.5,1
11,504,2,50,1e-05,0.0001,0.5,0.5,252,252,0.5,1
11,604,2,50,1e-05,0.0001,0.5,0.5,302,302,0.5,1
11,704,2,50,1e-05,0.0001,0.5,0.5071022727272727,357,347,0.5,1
11,804,2,50,1e-05,0.0001,0.5,0.5012437810945274,403,401,0.5,1
11,904,2,50,1e-05,0.0001,0.5,0.5066371681415929,458,446,0.5,1
11,1004,2,50,1e-05,0.0001,0.5,0.50199203187251,504,500,0.5,1
11,1104,2,50,1e-05,0.0001,0.5,0.4990942028985507,551,553,0.5,1
11,1204,2,50,1e-05,0.0001,0.5,0.5016611295681063,604,600,0.5,1
11,1304,2,50,1e-05,0.0001,0.5,0.5053680981595092,659,645,0.5,1
11,1404,2,50,1e-05,0.0001,0.5,0.5049857549857549,709,695,0.5,1
11,1504,2,50,1e-05,0.0001,0.5,0.504654255319149,759,745,0.5,1
11,1604,2,50,1e-05,0.0001,0.5,0.506857855361596,813,791,0.5,1
11,1704,2,50,1e-05,0.0001,0.5,0.5064553990610329,863,841,0.5,1
11,1804,2,50,1e-05,0.0001,0.5,0.5044345898004434,910,894,0.5,1
11,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
12,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
12,104,2,50,1e-05,0.0001,0.5,0.5384615384615384,56,48,0.5,1
12,204,2,50,1e-05,0.0001,0.5,0.5196078431372549,106,98,0.5,1
12,304,2,50,1e-05,0.0001,0.5,0.5197368421052632,158,146,0.5,1
12,404,2,50,1e-05,0.0001,0.5,0.5297029702970297,214,190,0.5,1
12,504,2,50,1e-05,0.0001,0.5,0.5079365079365079,256,248,0.5,1
12,604,2,50,1e-05,0.0001,0.5,0.5149006622516556,311,293,0.5,1
12,704,2,50,1e-05,0.0001,0.5,0.5113636363636364,360,344,0.5,1
12,804,2,50,1e-05,0.0001,0.5,0.503731343283582,405,399,0.5,1
12,904,2,50,1e-05,0.0001,0.5,0.5022123893805309,454,450,0.5,1
12,1004,2,50,1e-05,0.0001,0.5,0.50199203187251,504,500,0.5,1
12,1104,2,50,1e-05,0.0001,0.5,0.5045289855072463,557,547,0.5,1
12,1204,2,50,1e-05,0.0001,0.5,0.5049833887043189,608,596,0.5,1
12,1304,2,50,1e-05,0.0001,0.5,0.5015337423312883,654,650,0.5,1
12,1404,2,50,1e-05,0.0001,0.5,0.5028490028490028,706,698,0.5,1
12,1504,2,50,1e-05,0.0001,0.5,0.5013297872340425,754,750,0.5,1
12,1604,2,50,1e-05,0.0001,0.5,0.5037406483790524,808,796,0.5,1
12,1704,2,50,1e-05,0.0001,0.5,0.5023474178403756,856,848,0.5,1
12,1804,2,50,1e-05,0.0001,0.5,0.5011086474501109,904,900,0.5,1
12,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
13,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.496,1
13,104,2,50,1e-05,0.0001,0.5,0.4326923076923077,59,45,0.496,1
13,204,2,50,1e-05,0.0001,0.5,0.49019607843137253,104,100,0.496,1
13,304,2,50,1e-05,0.0001,0.5,0.48355263157894735,157,147,0.496,1
13,404,2,50,1e-05,0.0001,0.5,0.5024752475247525,201,203,0.496,1
13,504,2,50,1e-05,0.0001,0.5,0.5059523809523809,249,255,0.496,1
13,604,2,50,1e-05,0.0001,0.5,0.5099337748344371,296,308,0.496,1
13,704,2,50,1e-05,0.0001,0.5,0.49573863636363635,355,349,0.496,1
13,804,2,50,1e-05,0.0001,0.5,0.5024875621890548,400,404,0.496,1
13,904,2,50,1e-05,0.0001,0.5,0.5,452,452,0.496,1
13,1004,2,50,1e-05,0.0001,0.5,0.5059760956175299,496,508,0.496,1
13,1104,2,50,1e-05,0.0001,0.5,0.5063405797101449,545,559,0.496,1
13,1204,2,50,1e-05,0.0001,0.5,0.5024916943521595,599,605,0.496,1
13,1304,2,50,1e-05,0.0001,0.5,0.5023006134969326,649,655,0.496,1
13,1404,2,50,1e-05,0.0001,0.5,0.5042735042735043,696,708,0.496,1
13,1504,2,50,1e-05,0.0001,0.5,0.5086436170212766,739,765,0.496,1
13,1604,2,50,1e-05,0.0001,0.5,0.5081047381546134,789,815,0.496,1
13,1704,2,50,1e-05,0.0001,0.5,0.5070422535211268,840,864,0.496,1
13,1804,2,50,1e-05,0.0001,0.5,0.5022172949002217,898,906,0.496,1
13,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.496,1
14,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.538,1
14,104,2,50,1e-05,0.0001,0.5,0.49038461538461536,51,53,0.538,1
14,204,2,50,1e-05,0.0001,0.5,0.5049019607843137,103,101,0.538,1
14,304,2,50,1e-05,0.0001,0.5,0.506578947368421,154,150,0.538,1
14,404,2,50,1e-05,0.0001,0.5,0.5099009900990099,206,198,0.538,1
14,504,2,50,1e-05,0.0001,0.5,0.5178571428571429,261,243,0.538,1
14,604,2,50,1e-05,0.0001,0.5,0.5082781456953642,307,297,0.538,1
14,704,2,50,1e-05,0.0001,0.5,0.5071022727272727,357,347,0.538,1
14,804,2,50,1e-05,0.0001,0.5,0.5024875621890548,404,400,0.538,1
14,904,2,50,1e-05,0.0001,0.5,0.5033185840707964,455,449,0.538,1
14,1004,2,50,1e-05,0.0001,0.5,0.50199203187251,504,500,0.538,1
14,1104,2,50,1e-05,0.0001,0.5,0.5063405797101449,559,545,0.538,1
14,1204,2,50,1e-05,0.0001,0.5,0.5149501661129569,620,584,0.538,1
14,1304,2,50,1e-05,0.0001,0.5,0.5122699386503068,668,636,0.538,1
14,1404,2,50,1e-05,0.0001,0.5,0.5128205128205128,720,684,0.538,1
14,1504,2,50,1e-05,0.0001,0.5,0.511968085106383,770,734,0.538,1
14,1604,2,50,1e-05,0.0001,0.5,0.5062344139650873,812,792,0.538,1
14,1704,2,50,1e-05,0.0001,0.5,0.5070422535211268,864,840,0.538,1
14,1804,2,50,1e-05,0.0001,0.5,0.5,902,902,0.538,1
14,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.538,1
15,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
15,104,2,50,1e-05,0.0001,0.5,0.4230769230769231,44,60,0.5,1
15,204,2,50,1e-05,0.0001,0.5,0.4411764705882353,90,114,0.5,1
15,304,2,50,1e-05,0.0001,0.5,0.48026315789473684,146,158,0.5,1
15,404,2,50,1e-05,0.0001,0.5,0.4752475247524752,192,212,0.5,1
15,504,2,50,1e-05,0.0001,0.5,0.4801587301587302,242,262,0.5,1
15,604,2,50,1e-05,0.0001,0.5,0.48013245033112584,290,314,0.5,1
15,704,2,50,1e-05,0.0001,0.5,0.4744318181818182,334,370,0.5,1
15,804,2,50,1e-05,0.0001,0.5,0.486318407960199,391,413,0.5,1
15,904,2,50,1e-05,0.0001,0.5,0.4834070796460177,437,467,0.5,1
15,1004,2,50,1e-05,0.0001,0.5,0.47908366533864544,481,523,0.5,1
15,1104,2,50,1e-05,0.0001,0.5,0.4791666666666667,529,575,0.5,1
15,1204,2,50,1e-05,0.0001,0.5,0.48172757475083056,580,624,0.5,1
15,1304,2,50,1e-05,0.0001,0.5,0.48466257668711654,632,672,0.5,1
15,1404,2,50,1e-05,0.0001,0.5,0.48717948717948717,684,720,0.5,1
15,1504,2,50,1e-05,0.0001,0.5,0.4933510638297872,742,762,0.5,1
15,1604,2,50,1e-05,0.0001,0.5,0.4937655860349127,792,812,0.5,1
15,1704,2,50,1e-05,0.0001,0.5,0.4982394366197183,849,855,0.5,1
15,1804,2,50,1e-05,0.0001,0.5,0.5033259423503326,908,896,0.5,1
15,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
16,0,2,50,1e-05,0.0001,0.49,0.5015756302521008,0,0,0.524,1
16,104,2,50,1e-05,0.0001,0.49,0.4807692307692308,47,57,0.524,1
16,204,2,50,1e-05,0.0001,0.488,0.47549019607843135,95,109,0.524,1
16,304,2,50,1e-05,0.0001,0.484,0.4967105263157895,153,151,0.524,1
16,404,2,50,1e-05,0.0001,0.48,0.5024752475247525,209,195,0.524,1
16,504,2,50,1e-05,0.0001,0.488,0.5099206349206349,264,240,0.524,1
16,604,2,50,1e-05,0.0001,0.482,0.5082781456953642,318,286,0.524,1
16,704,2,50,1e-05,0.0001,0.488,0.5113636363636364,370,334,0.524,1
16,804,2,50,1e-05,0.0001,0.494,0.5062189054726368,420,384,0.524,1
16,904,2,50,1e-05,0.0001,0.484,0.5077433628318584,468,436,0.524,1
16,1004,2,50,1e-05,0.0001,0.492,0.5189243027888446,527,477,0.524,1
16,1104,2,50,1e-05,0.0001,0.498,0.5163043478260869,574,530,0.524,1
16,1204,2,50,1e-05,0.0001,0.5,0.5149501661129569,618,586,0.524,1
16,1304,2,50,1e-05,0.0001,0.506,0.50920245398773,666,638,0.524,1
16,1404,2,50,1e-05,0.0001,0.5,0.5007122507122507,706,698,0.524,1
16,1504,2,50,1e-05,0.0001,0.5,0.49601063829787234,747,757,0.524,1
16,1604,2,50,1e-05,0.0001,0.5,0.5018703241895262,804,800,0.524,1
16,1704,2,50,1e-05,0.0001,0.498,0.5005868544600939,856,848,0.524,1
16,1804,2,50,1e-05,0.0001,0.498,0.49667405764966743,900,904,0.524,1
16,1904,2,50,1e-05,0.0001,0.498,0.4952731092436975,952,952,0.524,1
17,0,2,50,1e-05,0.0001,0.5,0.5,0,0,0.5,1
17,104,2,50,1e-05,0.0001,0.5,0.5288461538461539,49,55,0.5,1
17,204,2,50,1e-05,0.0001,0.5,0.5098039215686274,100,104,0.5,1
17,304,2,50,1e-05,0.0001,0.5,0.4868421052631579,156,148,0.5,1
17,404,2,50,1e-05,0.0001,0.5,0.48514851485148514,208,196,0.5,1
17,504,2,50,1e-05,0.0001,0.5,0.48412698412698413,260,244,0.5,1
17,604,2,50,1e-05,0.0001,0.5,0.49834437086092714,303,301,0.5,1
17,704,2,50,1e-05,0.0001,0.5,0.48863636363636365,360,344,0.5,1
17,804,2,50,1e-05,0.0001,0.5,0.4925373134328358,408,396,0.5,1
17,904,2,50,1e-05,0.0001,0.5,0.4823008849557522,468,436,0.5,1
17,1004,2,50,1e-05,0.0001,0.5,0.4850597609561753,517,487,0.5,1
17,1104,2,50,1e-05,0.0001,0.5,0.4891304347826087,564,540,0.5,1
17,1204,2,50,1e-05,0.0001,0.5,0.49667774086378735,606,598,0.5,1
17,1304,2,50,1e-05,0.0001,0.5,0.49003067484662577,665,639,0.5,1
17,1404,2,50,1e-05,0.0001,0.5,0.49145299145299143,714,690,0.5,1
17,1504,2,50,1e-05,0.0001,0.5,0.4886968085106383,769,735,0.5,1
17,1604,2,50,1e-05,0.0001,0.5,0.48753117206982544,822,782,0.5,1
17,1704,2,50,1e-05,0.0001,0.5,0.49295774647887325,864,840,0.5,1
17,1804,2,50,1e-05,0.0001,0.5,0.49611973392461195,909,895,0.5,1
17,1904,2,50,1e-05,0.0001,0.5,0.5,952,952,0.5,1
