trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,train_accuracy,batch_pos,batch_neg,equality_pretraining_accuracy,max_equality_pretraining_trials,equality_pretrain_max_iter,rep_pretrain_max_iter,rep_pretrain_tasks
2,1104,2,50,1e-05,0.0001,0.494,0.5561594202898551,569,535,0.683,1,200,50,3
2,1204,2,50,1e-05,0.0001,0.494,0.5539867109634552,614,590,0.683,1,200,50,3
2,1304,2,50,1e-05,0.0001,0.492,0.5544478527607362,664,640,0.683,1,200,50,3
2,1404,2,50,1e-05,0.0001,0.492,0.5498575498575499,715,689,0.683,1,200,50,3
2,1504,2,50,1e-05,0.0001,0.49,0.5438829787234043,759,745,0.683,1,200,50,3
2,1604,2,50,1e-05,0.0001,0.488,0.5361596009975063,804,800,0.683,1,200,50,3
2,1704,2,50,1e-05,0.0001,0.484,0.5375586854460094,857,847,0.683,1,200,50,3
2,1804,2,50,1e-05,0.0001,0.484,0.5415742793791575,908,896,0.683,1,200,50,3
2,1904,2,50,1e-05,0.0001,0.484,0.5451680672268907,956,948,0.683,1,200,50,3
3,0,2,50,1e-05,0.0001,0.504,0.4989495798319328,0,0,0.621,1,200,50,3
3,104,2,50,1e-05,0.0001,0.504,0.5769230769230769,44,60,0.621,1,200,50,3
3,204,2,50,1e-05,0.0001,0.504,0.5,102,102,0.621,1,200,50,3
3,304,2,50,1e-05,0.0001,0.504,0.5098684210526315,149,155,0.621,1,200,50,3
3,404,2,50,1e-05,0.0001,0.504,0.5,202,202,0.621,1,200,50,3
3,504,2,50,1e-05,0.0001,0.504,0.5079365079365079,248,256,0.621,1,200,50,3
3,604,2,50,1e-05,0.0001,0.504,0.49503311258278143,305,299,0.621,1,200,50,3
3,704,2,50,1e-05,0.0001,0.504,0.4914772727272727,358,346,0.621,1,200,50,3
3,804,2,50,1e-05,0.0001,0.504,0.5012437810945274,401,403,0.621,1,200,50,3
3,904,2,50,1e-05,0.0001,0.504,0.49889380530973454,453,451,0.621,1,200,50,3
3,1004,2,50,1e-05,0.0001,0.504,0.5029880478087649,499,505,0.621,1,200,50,3
3,1104,2,50,1e-05,0.0001,0.504,0.5,552,552,0.621,1,200,50,3
3,1204,2,50,1e-05,0.0001,0.504,0.5008305647840532,601,603,0.621,1,200,50,3
3,1304,2,50,1e-05,0.0001,0.504,0.5007668711656442,651,653,0.621,1,200,50,3
3,1404,2,50,1e-05,0.0001,0.504,0.4943019943019943,710,694,0.621,1,200,50,3
3,1504,2,50,1e-05,0.0001,0.504,0.49268617021276595,763,741,0.621,1,200,50,3
3,1604,2,50,1e-05,0.0001,0.504,0.4956359102244389,809,795,0.621,1,200,50,3
3,1704,2,50,1e-05,0.0001,0.504,0.4994131455399061,853,851,0.621,1,200,50,3
3,1804,2,50,1e-05,0.0001,0.506,0.49223946784922396,902,902,0.621,1,200,50,3
3,1904,2,50,1e-05,0.0001,0.506,0.4879201680672269,954,950,0.621,1,200,50,3
4,0,2,50,1e-05,0.0001,0.484,0.4963235294117647,0,0,0.709,1,200,50,3
4,104,2,50,1e-05,0.0001,0.484,0.5673076923076923,50,54,0.709,1,200,50,3
4,204,2,50,1e-05,0.0001,0.484,0.5735294117647058,104,100,0.709,1,200,50,3
4,304,2,50,1e-05,0.0001,0.484,0.5427631578947368,165,139,0.709,1,200,50,3
4,404,2,50,1e-05,0.0001,0.484,0.5321782178217822,208,196,0.709,1,200,50,3
4,504,2,50,1e-05,0.0001,0.484,0.5257936507936508,257,247,0.709,1,200,50,3
4,604,2,50,1e-05,0.0001,0.484,0.5149006622516556,310,294,0.709,1,200,50,3
4,704,2,50,1e-05,0.0001,0.484,0.5213068181818182,364,340,0.709,1,200,50,3
4,804,2,50,1e-05,0.0001,0.488,0.513681592039801,414,390,0.709,1,200,50,3
4,904,2,50,1e-05,0.0001,0.486,0.5199115044247787,463,441,0.709,1,200,50,3
4,1004,2,50,1e-05,0.0001,0.488,0.5199203187250996,511,493,0.709,1,200,50,3
4,1104,2,50,1e-05,0.0001,0.488,0.5181159420289855,565,539,0.709,1,200,50,3
4,1204,2,50,1e-05,0.0001,0.488,0.5149501661129569,608,596,0.709,1,200,50,3
4,1304,2,50,1e-05,0.0001,0.488,0.5138036809815951,650,654,0.709,1,200,50,3
4,1404,2,50,1e-05,0.0001,0.488,0.5078347578347578,700,704,0.709,1,200,50,3
4,1504,2,50,1e-05,0.0001,0.488,0.5039893617021277,750,754,0.709,1,200,50,3
4,1604,2,50,1e-05,0.0001,0.49,0.5049875311720698,802,802,0.709,1,200,50,3
4,1704,2,50,1e-05,0.0001,0.49,0.5052816901408451,847,857,0.709,1,200,50,3
4,1804,2,50,1e-05,0.0001,0.49,0.5033259423503326,903,901,0.709,1,200,50,3
4,1904,2,50,1e-05,0.0001,0.49,0.49842436974789917,950,954,0.709,1,200,50,3
5,0,2,50,1e-05,0.0001,0.506,0.5063025210084033,0,0,0.703,1,200,50,3
5,104,2,50,1e-05,0.0001,0.506,0.5576923076923077,58,46,0.703,1,200,50,3
5,204,2,50,1e-05,0.0001,0.506,0.5588235294117647,107,97,0.703,1,200,50,3
5,304,2,50,1e-05,0.0001,0.506,0.5460526315789473,151,153,0.703,1,200,50,3
5,404,2,50,1e-05,0.0001,0.506,0.5272277227722773,204,200,0.703,1,200,50,3
5,504,2,50,1e-05,0.0001,0.506,0.5218253968253969,253,251,0.703,1,200,50,3
5,604,2,50,1e-05,0.0001,0.508,0.5198675496688742,302,302,0.703,1,200,50,3
5,704,2,50,1e-05,0.0001,0.51,0.5142045454545454,357,347,0.703,1,200,50,3
5,804,2,50,1e-05,0.0001,0.512,0.5149253731343284,406,398,0.703,1,200,50,3
5,904,2,50,1e-05,0.0001,0.512,0.5143805309734514,454,450,0.703,1,200,50,3
5,1004,2,50,1e-05,0.0001,0.514,0.5169322709163346,501,503,0.703,1,200,50,3
5,1104,2,50,1e-05,0.0001,0.514,0.5126811594202898,559,545,0.703,1,200,50,3
5,1204,2,50,1e-05,0.0001,0.514,0.5066445182724253,600,604,0.703,1,200,50,3
5,1304,2,50,1e-05,0.0001,0.514,0.5038343558282209,651,653,0.703,1,200,50,3
5,1404,2,50,1e-05,0.0001,0.51,0.5113960113960114,705,699,0.703,1,200,50,3
5,1504,2,50,1e-05,0.0001,0.512,0.5086436170212766,753,751,0.703,1,200,50,3
5,1604,2,50,1e-05,0.0001,0.512,0.5087281795511222,802,802,0.703,1,200,50,3
5,1704,2,50,1e-05,0.0001,0.512,0.5035211267605634,858,846,0.703,1,200,50,3
5,1804,2,50,1e-05,0.0001,0.514,0.5022172949002217,907,897,0.703,1,200,50,3
5,1904,2,50,1e-05,0.0001,0.514,0.5005252100840336,955,949,0.703,1,200,50,3
6,0,2,50,1e-05,0.0001,0.488,0.5031512605042017,0,0,0.622,1,200,50,3
6,104,2,50,1e-05,0.0001,0.488,0.5,52,52,0.622,1,200,50,3
6,204,2,50,1e-05,0.0001,0.488,0.5245098039215687,97,107,0.622,1,200,50,3
6,304,2,50,1e-05,0.0001,0.488,0.5098684210526315,149,155,0.622,1,200,50,3
6,404,2,50,1e-05,0.0001,0.488,0.49257425742574257,205,199,0.622,1,200,50,3
6,504,2,50,1e-05,0.0001,0.488,0.49603174603174605,254,250,0.622,1,200,50,3
6,604,2,50,1e-05,0.0001,0.488,0.5016556291390728,301,303,0.622,1,200,50,3
6,704,2,50,1e-05,0.0001,0.488,0.5042613636363636,349,355,0.622,1,200,50,3
6,804,2,50,1e-05,0.0001,0.488,0.5,402,402,0.622,1,200,50,3
6,904,2,50,1e-05,0.0001,0.488,0.49889380530973454,453,451,0.622,1,200,50,3
6,1004,2,50,1e-05,0.0001,0.488,0.4960159362549801,506,498,0.622,1,200,50,3
6,1104,2,50,1e-05,0.0001,0.488,0.49728260869565216,555,549,0.622,1,200,50,3
6,1204,2,50,1e-05,0.0001,0.488,0.5016611295681063,600,604,0.622,1,200,50,3
6,1304,2,50,1e-05,0.0001,0.488,0.504601226993865,646,658,0.622,1,200,50,3
6,1404,2,50,1e-05,0.0001,0.488,0.5035612535612536,697,707,0.622,1,200,50,3
6,1504,2,50,1e-05,0.0001,0.488,0.5033244680851063,747,757,0.622,1,200,50,3
6,1604,2,50,1e-05,0.0001,0.488,0.5024937655860349,798,806,0.622,1,200,50,3
6,1704,2,50,1e-05,0.0001,0.488,0.5011737089201878,850,854,0.622,1,200,50,3
6,1804,2,50,1e-05,0.0001,0.488,0.503880266075388,895,909,0.622,1,200,50,3
6,1904,2,50,1e-05,0.0001,0.488,0.5031512605042017,946,958,0.622,1,200,50,3
7,0,2,50,1e-05,0.0001,0.53,0.506827731092437,0,0,0.696,1,200,50,3
7,104,2,50,1e-05,0.0001,0.53,0.46153846153846156,44,60,0.696,1,200,50,3
7,204,2,50,1e-05,0.0001,0.528,0.4803921568627451,96,108,0.696,1,200,50,3
7,304,2,50,1e-05,0.0001,0.53,0.4440789473684211,141,163,0.696,1,200,50,3
7,404,2,50,1e-05,0.0001,0.53,0.44801980198019803,193,211,0.696,1,200,50,3
7,504,2,50,1e-05,0.0001,0.53,0.4503968253968254,245,259,0.696,1,200,50,3
7,604,2,50,1e-05,0.0001,0.53,0.4718543046357616,301,303,0.696,1,200,50,3
7,704,2,50,1e-05,0.0001,0.532,0.4758522727272727,347,357,0.696,1,200,50,3
7,804,2,50,1e-05,0.0001,0.534,0.48507462686567165,405,399,0.696,1,200,50,3
7,904,2,50,1e-05,0.0001,0.534,0.49557522123893805,457,447,0.696,1,200,50,3
7,1004,2,50,1e-05,0.0001,0.532,0.49302788844621515,506,498,0.696,1,200,50,3
7,1104,2,50,1e-05,0.0001,0.532,0.5054347826086957,561,543,0.696,1,200,50,3
7,1204,2,50,1e-05,0.0001,0.528,0.49667774086378735,605,599,0.696,1,200,50,3
7,1304,2,50,1e-05,0.0001,0.526,0.5007668711656442,650,654,0.696,1,200,50,3
7,1404,2,50,1e-05,0.0001,0.528,0.5106837606837606,705,699,0.696,1,200,50,3
7,1504,2,50,1e-05,0.0001,0.528,0.5152925531914894,755,749,0.696,1,200,50,3
7,1604,2,50,1e-05,0.0001,0.528,0.5155860349127181,802,802,0.696,1,200,50,3
7,1704,2,50,1e-05,0.0001,0.528,0.5181924882629108,859,845,0.696,1,200,50,3
7,1804,2,50,1e-05,0.0001,0.528,0.516629711751663,902,902,0.696,1,200,50,3
7,1904,2,50,1e-05,0.0001,0.524,0.5141806722689075,953,951,0.696,1,200,50,3
8,0,2,50,1e-05,0.0001,0.51,0.5157563025210085,0,0,0.651,1,200,50,3
8,104,2,50,1e-05,0.0001,0.51,0.6153846153846154,49,55,0.651,1,200,50,3
8,204,2,50,1e-05,0.0001,0.51,0.5784313725490197,89,115,0.651,1,200,50,3
8,304,2,50,1e-05,0.0001,0.51,0.5493421052631579,145,159,0.651,1,200,50,3
8,404,2,50,1e-05,0.0001,0.512,0.5396039603960396,190,214,0.651,1,200,50,3
8,504,2,50,1e-05,0.0001,0.512,0.5555555555555556,237,267,0.651,1,200,50,3
8,604,2,50,1e-05,0.0001,0.512,0.5314569536423841,290,314,0.651,1,200,50,3
8,704,2,50,1e-05,0.0001,0.512,0.5369318181818182,342,362,0.651,1,200,50,3
8,804,2,50,1e-05,0.0001,0.512,0.5323383084577115,399,405,0.651,1,200,50,3
8,904,2,50,1e-05,0.0001,0.512,0.5276548672566371,449,455,0.651,1,200,50,3
8,1004,2,50,1e-05,0.0001,0.51,0.5318725099601593,488,516,0.651,1,200,50,3
8,1104,2,50,1e-05,0.0001,0.508,0.5217391304347826,538,566,0.651,1,200,50,3
8,1204,2,50,1e-05,0.0001,0.51,0.520764119601329,585,619,0.651,1,200,50,3
8,1304,2,50,1e-05,0.0001,0.508,0.5138036809815951,632,672,0.651,1,200,50,3
8,1404,2,50,1e-05,0.0001,0.512,0.5142450142450142,686,718,0.651,1,200,50,3
8,1504,2,50,1e-05,0.0001,0.512,0.5146276595744681,741,763,0.651,1,200,50,3
8,1604,2,50,1e-05,0.0001,0.512,0.5168329177057357,788,816,0.651,1,200,50,3
8,1704,2,50,1e-05,0.0001,0.512,0.5223004694835681,841,863,0.651,1,200,50,3
8,1804,2,50,1e-05,0.0001,0.51,0.5210643015521065,893,911,0.651,1,200,50,3
8,1904,2,50,1e-05,0.0001,0.51,0.5220588235294118,942,962,0.651,1,200,50,3
9,0,2,50,1e-05,0.0001,0.522,0.5010504201680672,0,0,0.521,1,200,50,3
9,104,2,50,1e-05,0.0001,0.522,0.47115384615384615,52,52,0.521,1,200,50,3
9,204,2,50,1e-05,0.0001,0.518,0.49019607843137253,105,99,0.521,1,200,50,3
9,304,2,50,1e-05,0.0001,0.514,0.4967105263157895,152,152,0.521,1,200,50,3
9,404,2,50,1e-05,0.0001,0.512,0.4876237623762376,203,201,0.521,1,200,50,3
9,504,2,50,1e-05,0.0001,0.508,0.49007936507936506,250,254,0.521,1,200,50,3
9,604,2,50,1e-05,0.0001,0.512,0.478476821192053,294,310,0.521,1,200,50,3
9,704,2,50,1e-05,0.0001,0.522,0.4914772727272727,350,354,0.521,1,200,50,3
9,804,2,50,1e-05,0.0001,0.52,0.5074626865671642,394,410,0.521,1,200,50,3
9,904,2,50,1e-05,0.0001,0.51,0.5033185840707964,440,464,0.521,1,200,50,3
9,1004,2,50,1e-05,0.0001,0.518,0.5199203187250996,487,517,0.521,1,200,50,3
9,1104,2,50,1e-05,0.0001,0.522,0.5217391304347826,538,566,0.521,1,200,50,3
9,1204,2,50,1e-05,0.0001,0.536,0.5141196013289037,586,618,0.521,1,200,50,3
9,1304,2,50,1e-05,0.0001,0.524,0.5030674846625767,633,671,0.521,1,200,50,3
9,1404,2,50,1e-05,0.0001,0.516,0.49928774928774927,680,724,0.521,1,200,50,3
9,1504,2,50,1e-05,0.0001,0.492,0.49601063829787234,735,769,0.521,1,200,50,3
9,1604,2,50,1e-05,0.0001,0.506,0.4925187032418953,787,817,0.521,1,200,50,3
9,1704,2,50,1e-05,0.0001,0.506,0.49295774647887325,842,862,0.521,1,200,50,3
9,1804,2,50,1e-05,0.0001,0.514,0.48891352549889133,897,907,0.521,1,200,50,3
9,1904,2,50,1e-05,0.0001,0.51,0.4894957983193277,950,954,0.521,1,200,50,3
10,0,2,50,1e-05,0.0001,0.522,0.5141806722689075,0,0,0.608,1,200,50,3
10,104,2,50,1e-05,0.0001,0.522,0.4807692307692308,57,47,0.608,1,200,50,3
10,204,2,50,1e-05,0.0001,0.522,0.5049019607843137,102,102,0.608,1,200,50,3
10,304,2,50,1e-05,0.0001,0.522,0.5032894736842105,150,154,0.608,1,200,50,3
10,404,2,50,1e-05,0.0001,0.522,0.4900990099009901,200,204,0.608,1,200,50,3
10,504,2,50,1e-05,0.0001,0.52,0.4662698412698413,265,239,0.608,1,200,50,3
10,604,2,50,1e-05,0.0001,0.52,0.4768211920529801,319,285,0.608,1,200,50,3
10,704,2,50,1e-05,0.0001,0.522,0.47301136363636365,378,326,0.608,1,200,50,3
10,804,2,50,1e-05,0.0001,0.524,0.49129353233830847,416,388,0.608,1,200,50,3
10,904,2,50,1e-05,0.0001,0.526,0.497787610619469,461,443,0.608,1,200,50,3
10,1004,2,50,1e-05,0.0001,0.526,0.49800796812749004,506,498,0.608,1,200,50,3
10,1104,2,50,1e-05,0.0001,0.528,0.5045289855072463,549,555,0.608,1,200,50,3
10,1204,2,50,1e-05,0.0001,0.526,0.5116279069767442,594,610,0.608,1,200,50,3
10,1304,2,50,1e-05,0.0001,0.526,0.5107361963190185,646,658,0.608,1,200,50,3
10,1404,2,50,1e-05,0.0001,0.526,0.5064102564102564,703,701,0.608,1,200,50,3
10,1504,2,50,1e-05,0.0001,0.526,0.504654255319149,758,746,0.608,1,200,50,3
10,1604,2,50,1e-05,0.0001,0.526,0.5087281795511222,803,801,0.608,1,200,50,3
10,1704,2,50,1e-05,0.0001,0.526,0.5064553990610329,858,846,0.608,1,200,50,3
10,1804,2,50,1e-05,0.0001,0.526,0.5072062084257206,908,896,0.608,1,200,50,3
10,1904,2,50,1e-05,0.0001,0.526,0.5099789915966386,960,944,0.608,1,200,50,3
11,0,2,50,1e-05,0.0001,0.566,0.5288865546218487,0,0,0.675,1,200,50,3
11,104,2,50,1e-05,0.0001,0.566,0.5096153846153846,48,56,0.675,1,200,50,3
11,204,2,50,1e-05,0.0001,0.566,0.5098039215686274,95,109,0.675,1,200,50,3
11,304,2,50,1e-05,0.0001,0.566,0.4868421052631579,135,169,0.675,1,200,50,3
11,404,2,50,1e-05,0.0001,0.566,0.4777227722772277,182,222,0.675,1,200,50,3
11,504,2,50,1e-05,0.0001,0.566,0.498015873015873,234,270,0.675,1,200,50,3
11,604,2,50,1e-05,0.0001,0.566,0.5115894039735099,287,317,0.675,1,200,50,3
11,704,2,50,1e-05,0.0001,0.566,0.5184659090909091,341,363,0.675,1,200,50,3
11,804,2,50,1e-05,0.0001,0.568,0.5199004975124378,391,413,0.675,1,200,50,3
11,904,2,50,1e-05,0.0001,0.568,0.5199115044247787,442,462,0.675,1,200,50,3
11,1004,2,50,1e-05,0.0001,0.568,0.5219123505976095,491,513,0.675,1,200,50,3
11,1104,2,50,1e-05,0.0001,0.568,0.5235507246376812,547,557,0.675,1,200,50,3
11,1204,2,50,1e-05,0.0001,0.568,0.5224252491694352,595,609,0.675,1,200,50,3
11,1304,2,50,1e-05,0.0001,0.566,0.522239263803681,648,656,0.675,1,200,50,3
11,1404,2,50,1e-05,0.0001,0.566,0.532051282051282,703,701,0.675,1,200,50,3
11,1504,2,50,1e-05,0.0001,0.566,0.5319148936170213,752,752,0.675,1,200,50,3
11,1604,2,50,1e-05,0.0001,0.566,0.5374064837905237,803,801,0.675,1,200,50,3
11,1704,2,50,1e-05,0.0001,0.566,0.5352112676056338,849,855,0.675,1,200,50,3
11,1804,2,50,1e-05,0.0001,0.566,0.5360310421286031,900,904,0.675,1,200,50,3
11,1904,2,50,1e-05,0.0001,0.566,0.5309873949579832,940,964,0.675,1,200,50,3
12,0,2,50,1e-05,0.0001,0.536,0.5141806722689075,0,0,0.665,1,200,50,3
12,104,2,50,1e-05,0.0001,0.536,0.5384615384615384,47,57,0.665,1,200,50,3
12,204,2,50,1e-05,0.0001,0.536,0.5490196078431373,98,106,0.665,1,200,50,3
12,304,2,50,1e-05,0.0001,0.536,0.5460526315789473,153,151,0.665,1,200,50,3
12,404,2,50,1e-05,0.0001,0.534,0.556930693069307,201,203,0.665,1,200,50,3
12,504,2,50,1e-05,0.0001,0.534,0.5456349206349206,245,259,0.665,1,200,50,3
12,604,2,50,1e-05,0.0001,0.534,0.5397350993377483,304,300,0.665,1,200,50,3
12,704,2,50,1e-05,0.0001,0.534,0.5383522727272727,355,349,0.665,1,200,50,3
12,804,2,50,1e-05,0.0001,0.534,0.5385572139303483,409,395,0.665,1,200,50,3
12,904,2,50,1e-05,0.0001,0.538,0.5376106194690266,461,443,0.665,1,200,50,3
12,1004,2,50,1e-05,0.0001,0.54,0.5398406374501992,510,494,0.665,1,200,50,3
12,1104,2,50,1e-05,0.0001,0.54,0.5362318840579711,562,542,0.665,1,200,50,3
12,1204,2,50,1e-05,0.0001,0.538,0.5382059800664452,615,589,0.665,1,200,50,3
12,1304,2,50,1e-05,0.0001,0.536,0.5276073619631901,659,645,0.665,1,200,50,3
12,1404,2,50,1e-05,0.0001,0.534,0.5213675213675214,708,696,0.665,1,200,50,3
12,1504,2,50,1e-05,0.0001,0.528,0.5206117021276596,753,751,0.665,1,200,50,3
12,1604,2,50,1e-05,0.0001,0.526,0.5180798004987531,797,807,0.665,1,200,50,3
12,1704,2,50,1e-05,0.0001,0.53,0.5158450704225352,848,856,0.665,1,200,50,3
12,1804,2,50,1e-05,0.0001,0.544,0.5105321507760532,896,908,0.665,1,200,50,3
12,1904,2,50,1e-05,0.0001,0.546,0.5105042016806722,948,956,0.665,1,200,50,3
13,0,2,50,1e-05,0.0001,0.532,0.4947478991596639,0,0,0.605,1,200,50,3
13,104,2,50,1e-05,0.0001,0.532,0.4807692307692308,55,49,0.605,1,200,50,3
13,204,2,50,1e-05,0.0001,0.528,0.4950980392156863,106,98,0.605,1,200,50,3
13,304,2,50,1e-05,0.0001,0.528,0.5,157,147,0.605,1,200,50,3
13,404,2,50,1e-05,0.0001,0.528,0.4975247524752475,207,197,0.605,1,200,50,3
13,504,2,50,1e-05,0.0001,0.53,0.501984126984127,251,253,0.605,1,200,50,3
13,604,2,50,1e-05,0.0001,0.532,0.5,302,302,0.605,1,200,50,3
13,704,2,50,1e-05,0.0001,0.534,0.5042613636363636,353,351,0.605,1,200,50,3
13,804,2,50,1e-05,0.0001,0.532,0.4962686567164179,405,399,0.605,1,200,50,3
13,904,2,50,1e-05,0.0001,0.532,0.5066371681415929,448,456,0.605,1,200,50,3
13,1004,2,50,1e-05,0.0001,0.53,0.5099601593625498,494,510,0.605,1,200,50,3
13,1104,2,50,1e-05,0.0001,0.526,0.4990942028985507,546,558,0.605,1,200,50,3
13,1204,2,50,1e-05,0.0001,0.528,0.5024916943521595,596,608,0.605,1,200,50,3
13,1304,2,50,1e-05,0.0001,0.528,0.5053680981595092,650,654,0.605,1,200,50,3
13,1404,2,50,1e-05,0.0001,0.53,0.5007122507122507,700,704,0.605,1,200,50,3
13,1504,2,50,1e-05,0.0001,0.532,0.4933510638297872,760,744,0.605,1,200,50,3
13,1604,2,50,1e-05,0.0001,0.532,0.49501246882793015,802,802,0.605,1,200,50,3
13,1704,2,50,1e-05,0.0001,0.53,0.49413145539906106,855,849,0.605,1,200,50,3
13,1804,2,50,1e-05,0.0001,0.528,0.5016629711751663,895,909,0.605,1,200,50,3
13,1904,2,50,1e-05,0.0001,0.526,0.5042016806722689,955,949,0.605,1,200,50,3
14,0,2,50,1e-05,0.0001,0.484,0.49159663865546216,0,0,0.673,1,200,50,3
14,104,2,50,1e-05,0.0001,0.484,0.49038461538461536,47,57,0.673,1,200,50,3
14,204,2,50,1e-05,0.0001,0.482,0.5,103,101,0.673,1,200,50,3
14,304,2,50,1e-05,0.0001,0.484,0.4967105263157895,162,142,0.673,1,200,50,3
14,404,2,50,1e-05,0.0001,0.484,0.4777227722772277,210,194,0.673,1,200,50,3
14,504,2,50,1e-05,0.0001,0.486,0.47619047619047616,257,247,0.673,1,200,50,3
14,604,2,50,1e-05,0.0001,0.486,0.4900662251655629,301,303,0.673,1,200,50,3
14,704,2,50,1e-05,0.0001,0.482,0.48295454545454547,355,349,0.673,1,200,50,3
14,804,2,50,1e-05,0.0001,0.482,0.48756218905472637,409,395,0.673,1,200,50,3
14,904,2,50,1e-05,0.0001,0.486,0.4856194690265487,465,439,0.673,1,200,50,3
14,1004,2,50,1e-05,0.0001,0.486,0.4810756972111554,518,486,0.673,1,200,50,3
14,1104,2,50,1e-05,0.0001,0.486,0.48278985507246375,574,530,0.673,1,200,50,3
14,1204,2,50,1e-05,0.0001,0.486,0.48754152823920266,610,594,0.673,1,200,50,3
14,1304,2,50,1e-05,0.0001,0.482,0.49079754601226994,654,650,0.673,1,200,50,3
14,1404,2,50,1e-05,0.0001,0.486,0.49074074074074076,699,705,0.673,1,200,50,3
14,1504,2,50,1e-05,0.0001,0.484,0.4946808510638298,751,753,0.673,1,200,50,3
14,1604,2,50,1e-05,0.0001,0.486,0.49438902743142144,802,802,0.673,1,200,50,3
14,1704,2,50,1e-05,0.0001,0.488,0.49765258215962443,852,852,0.673,1,200,50,3
14,1804,2,50,1e-05,0.0001,0.49,0.5011086474501109,900,904,0.673,1,200,50,3
14,1904,2,50,1e-05,0.0001,0.492,0.49737394957983194,956,948,0.673,1,200,50,3
15,0,2,50,1e-05,0.0001,0.544,0.555672268907563,0,0,0.818,1,200,50,3
15,104,2,50,1e-05,0.0001,0.544,0.6538461538461539,49,55,0.818,1,200,50,3
15,204,2,50,1e-05,0.0001,0.544,0.5784313725490197,108,96,0.818,1,200,50,3
15,304,2,50,1e-05,0.0001,0.544,0.5657894736842105,160,144,0.818,1,200,50,3
15,404,2,50,1e-05,0.0001,0.544,0.5767326732673267,212,192,0.818,1,200,50,3
15,504,2,50,1e-05,0.0001,0.544,0.5813492063492064,260,244,0.818,1,200,50,3
15,604,2,50,1e-05,0.0001,0.544,0.5728476821192053,311,293,0.818,1,200,50,3
15,704,2,50,1e-05,0.0001,0.544,0.5795454545454546,364,340,0.818,1,200,50,3
15,804,2,50,1e-05,0.0001,0.544,0.585820895522388,413,391,0.818,1,200,50,3
15,904,2,50,1e-05,0.0001,0.544,0.5707964601769911,456,448,0.818,1,200,50,3
15,1004,2,50,1e-05,0.0001,0.544,0.5766932270916335,502,502,0.818,1,200,50,3
