trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,accuracy,train_accuracy,batch_pos,batch_neg,equality_pretraining_accuracy,max_equality_pretraining_trials,equality_pretrain_max_iter,rep_pretrain_max_iter,rep_pretrain_tasks
1,0,2,50,1e-05,0.0001,0.484,0.49842436974789917,0,0,0.538,1,200,50,5
1,104,2,50,1e-05,0.0001,0.484,0.5,48,56,0.538,1,200,50,5
1,204,2,50,1e-05,0.0001,0.486,0.5,98,106,0.538,1,200,50,5
1,304,2,50,1e-05,0.0001,0.486,0.4769736842105263,153,151,0.538,1,200,50,5
1,404,2,50,1e-05,0.0001,0.486,0.47029702970297027,204,200,0.538,1,200,50,5
1,504,2,50,1e-05,0.0001,0.484,0.47619047619047616,248,256,0.538,1,200,50,5
1,604,2,50,1e-05,0.0001,0.484,0.4867549668874172,298,306,0.538,1,200,50,5
1,704,2,50,1e-05,0.0001,0.482,0.4758522727272727,351,353,0.538,1,200,50,5
1,804,2,50,1e-05,0.0001,0.486,0.48258706467661694,400,404,0.538,1,200,50,5
1,904,2,50,1e-05,0.0001,0.48,0.49336283185840707,443,461,0.538,1,200,50,5
1,1004,2,50,1e-05,0.0001,0.48,0.5099601593625498,492,512,0.538,1,200,50,5
1,1104,2,50,1e-05,0.0001,0.48,0.5108695652173914,547,557,0.538,1,200,50,5
1,1204,2,50,1e-05,0.0001,0.482,0.5041528239202658,599,605,0.538,1,200,50,5
1,1304,2,50,1e-05,0.0001,0.486,0.5084355828220859,647,657,0.538,1,200,50,5
1,1404,2,50,1e-05,0.0001,0.482,0.5135327635327636,691,713,0.538,1,200,50,5
1,1504,2,50,1e-05,0.0001,0.48,0.5059840425531915,743,761,0.538,1,200,50,5
1,1604,2,50,1e-05,0.0001,0.482,0.5074812967581047,791,813,0.538,1,200,50,5
1,1704,2,50,1e-05,0.0001,0.482,0.5088028169014085,841,863,0.538,1,200,50,5
1,1804,2,50,1e-05,0.0001,0.492,0.5072062084257206,887,917,0.538,1,200,50,5
1,1904,2,50,1e-05,0.0001,0.486,0.5047268907563025,938,966,0.538,1,200,50,5
2,0,2,50,1e-05,0.0001,0.516,0.5294117647058824,0,0,0.767,1,200,50,5
2,104,2,50,1e-05,0.0001,0.516,0.625,67,37,0.767,1,200,50,5
2,204,2,50,1e-05,0.0001,0.516,0.5686274509803921,117,87,0.767,1,200,50,5
2,304,2,50,1e-05,0.0001,0.516,0.5756578947368421,171,133,0.767,1,200,50,5
2,404,2,50,1e-05,0.0001,0.516,0.5495049504950495,215,189,0.767,1,200,50,5
2,504,2,50,1e-05,0.0001,0.516,0.5575396825396826,271,233,0.767,1,200,50,5
2,604,2,50,1e-05,0.0001,0.516,0.5496688741721855,319,285,0.767,1,200,50,5
2,704,2,50,1e-05,0.0001,0.516,0.5340909090909091,359,345,0.767,1,200,50,5
2,804,2,50,1e-05,0.0001,0.516,0.5373134328358209,409,395,0.767,1,200,50,5
2,904,2,50,1e-05,0.0001,0.514,0.5398230088495575,462,442,0.767,1,200,50,5
2,1004,2,50,1e-05,0.0001,0.514,0.5388446215139442,510,494,0.767,1,200,50,5
2,1104,2,50,1e-05,0.0001,0.514,0.5353260869565217,558,546,0.767,1,200,50,5
2,1204,2,50,1e-05,0.0001,0.514,0.5340531561461794,615,589,0.767,1,200,50,5
2,1304,2,50,1e-05,0.0001,0.514,0.5291411042944786,659,645,0.767,1,200,50,5
2,1404,2,50,1e-05,0.0001,0.514,0.5327635327635327,714,690,0.767,1,200,50,5
2,1504,2,50,1e-05,0.0001,0.514,0.5378989361702128,770,734,0.767,1,200,50,5
2,1604,2,50,1e-05,0.0001,0.514,0.536783042394015,819,785,0.767,1,200,50,5
2,1704,2,50,1e-05,0.0001,0.514,0.5334507042253521,861,843,0.767,1,200,50,5
2,1804,2,50,1e-05,0.0001,0.514,0.5332594235033259,912,892,0.767,1,200,50,5
2,1904,2,50,1e-05,0.0001,0.516,0.5315126050420168,959,945,0.767,1,200,50,5
3,0,2,50,1e-05,0.0001,0.486,0.4889705882352941,0,0,0.668,1,200,50,5
3,104,2,50,1e-05,0.0001,0.486,0.4423076923076923,49,55,0.668,1,200,50,5
3,204,2,50,1e-05,0.0001,0.488,0.5,97,107,0.668,1,200,50,5
3,304,2,50,1e-05,0.0001,0.488,0.4967105263157895,155,149,0.668,1,200,50,5
3,404,2,50,1e-05,0.0001,0.49,0.49257425742574257,200,204,0.668,1,200,50,5
3,504,2,50,1e-05,0.0001,0.492,0.48214285714285715,253,251,0.668,1,200,50,5
3,604,2,50,1e-05,0.0001,0.496,0.48509933774834435,305,299,0.668,1,200,50,5
3,704,2,50,1e-05,0.0001,0.488,0.484375,352,352,0.668,1,200,50,5
3,804,2,50,1e-05,0.0001,0.488,0.48258706467661694,400,404,0.668,1,200,50,5
3,904,2,50,1e-05,0.0001,0.49,0.4778761061946903,448,456,0.668,1,200,50,5
3,1004,2,50,1e-05,0.0001,0.492,0.47410358565737054,496,508,0.668,1,200,50,5
3,1104,2,50,1e-05,0.0001,0.502,0.48007246376811596,541,563,0.668,1,200,50,5
3,1204,2,50,1e-05,0.0001,0.504,0.48172757475083056,594,610,0.668,1,200,50,5
3,1304,2,50,1e-05,0.0001,0.506,0.48773006134969327,641,663,0.668,1,200,50,5
3,1404,2,50,1e-05,0.0001,0.502,0.4807692307692308,692,712,0.668,1,200,50,5
3,1504,2,50,1e-05,0.0001,0.502,0.48404255319148937,740,764,0.668,1,200,50,5
3,1604,2,50,1e-05,0.0001,0.504,0.4837905236907731,792,812,0.668,1,200,50,5
3,1704,2,50,1e-05,0.0001,0.51,0.4841549295774648,848,856,0.668,1,200,50,5
3,1804,2,50,1e-05,0.0001,0.514,0.4883592017738359,907,897,0.668,1,200,50,5
3,1904,2,50,1e-05,0.0001,0.514,0.4894957983193277,961,943,0.668,1,200,50,5
4,0,2,50,1e-05,0.0001,0.524,0.49369747899159666,0,0,0.592,1,200,50,5
4,104,2,50,1e-05,0.0001,0.524,0.5192307692307693,50,54,0.592,1,200,50,5
4,204,2,50,1e-05,0.0001,0.524,0.4803921568627451,106,98,0.592,1,200,50,5
4,304,2,50,1e-05,0.0001,0.524,0.4967105263157895,153,151,0.592,1,200,50,5
4,404,2,50,1e-05,0.0001,0.524,0.5,202,202,0.592,1,200,50,5
4,504,2,50,1e-05,0.0001,0.524,0.49404761904761907,255,249,0.592,1,200,50,5
4,604,2,50,1e-05,0.0001,0.524,0.48509933774834435,311,293,0.592,1,200,50,5
4,704,2,50,1e-05,0.0001,0.524,0.47017045454545453,373,331,0.592,1,200,50,5
4,804,2,50,1e-05,0.0001,0.524,0.46766169154228854,428,376,0.592,1,200,50,5
4,904,2,50,1e-05,0.0001,0.524,0.47345132743362833,476,428,0.592,1,200,50,5
4,1004,2,50,1e-05,0.0001,0.524,0.47410358565737054,528,476,0.592,1,200,50,5
4,1104,2,50,1e-05,0.0001,0.524,0.48007246376811596,574,530,0.592,1,200,50,5
4,1204,2,50,1e-05,0.0001,0.524,0.4742524916943522,633,571,0.592,1,200,50,5
4,1304,2,50,1e-05,0.0001,0.524,0.48466257668711654,672,632,0.592,1,200,50,5
4,1404,2,50,1e-05,0.0001,0.524,0.48504273504273504,723,681,0.592,1,200,50,5
4,1504,2,50,1e-05,0.0001,0.524,0.4900265957446808,767,737,0.592,1,200,50,5
4,1604,2,50,1e-05,0.0001,0.524,0.4906483790523691,817,787,0.592,1,200,50,5
4,1704,2,50,1e-05,0.0001,0.524,0.4953051643192488,860,844,0.592,1,200,50,5
4,1804,2,50,1e-05,0.0001,0.524,0.49722838137472286,907,897,0.592,1,200,50,5
4,1904,2,50,1e-05,0.0001,0.524,0.49369747899159666,964,940,0.592,1,200,50,5
5,0,2,50,1e-05,0.0001,0.544,0.5288865546218487,0,0,0.645,1,200,50,5
5,104,2,50,1e-05,0.0001,0.544,0.5576923076923077,47,57,0.645,1,200,50,5
5,204,2,50,1e-05,0.0001,0.544,0.5147058823529411,102,102,0.645,1,200,50,5
5,304,2,50,1e-05,0.0001,0.544,0.5098684210526315,150,154,0.645,1,200,50,5
5,404,2,50,1e-05,0.0001,0.544,0.5099009900990099,201,203,0.645,1,200,50,5
5,504,2,50,1e-05,0.0001,0.544,0.5119047619047619,247,257,0.645,1,200,50,5
5,604,2,50,1e-05,0.0001,0.544,0.5165562913907285,292,312,0.645,1,200,50,5
5,704,2,50,1e-05,0.0001,0.542,0.5184659090909091,345,359,0.645,1,200,50,5
5,804,2,50,1e-05,0.0001,0.54,0.5248756218905473,392,412,0.645,1,200,50,5
5,904,2,50,1e-05,0.0001,0.544,0.5199115044247787,440,464,0.645,1,200,50,5
5,1004,2,50,1e-05,0.0001,0.548,0.5249003984063745,487,517,0.645,1,200,50,5
5,1104,2,50,1e-05,0.0001,0.554,0.5289855072463768,535,569,0.645,1,200,50,5
5,1204,2,50,1e-05,0.0001,0.558,0.5257475083056479,590,614,0.645,1,200,50,5
5,1304,2,50,1e-05,0.0001,0.56,0.5237730061349694,642,662,0.645,1,200,50,5
5,1404,2,50,1e-05,0.0001,0.558,0.5242165242165242,682,722,0.645,1,200,50,5
5,1504,2,50,1e-05,0.0001,0.554,0.526595744680851,737,767,0.645,1,200,50,5
5,1604,2,50,1e-05,0.0001,0.556,0.5268079800498753,787,817,0.645,1,200,50,5
5,1704,2,50,1e-05,0.0001,0.556,0.5293427230046949,828,876,0.645,1,200,50,5
5,1804,2,50,1e-05,0.0001,0.556,0.524390243902439,886,918,0.645,1,200,50,5
5,1904,2,50,1e-05,0.0001,0.556,0.5252100840336135,942,962,0.645,1,200,50,5
6,0,2,50,1e-05,0.0001,0.478,0.5052521008403361,0,0,0.653,1,200,50,5
6,104,2,50,1e-05,0.0001,0.478,0.49038461538461536,51,53,0.653,1,200,50,5
6,204,2,50,1e-05,0.0001,0.478,0.5147058823529411,98,106,0.653,1,200,50,5
6,304,2,50,1e-05,0.0001,0.478,0.47368421052631576,157,147,0.653,1,200,50,5
6,404,2,50,1e-05,0.0001,0.478,0.4603960396039604,213,191,0.653,1,200,50,5
6,504,2,50,1e-05,0.0001,0.478,0.4742063492063492,256,248,0.653,1,200,50,5
6,604,2,50,1e-05,0.0001,0.478,0.49337748344370863,300,304,0.653,1,200,50,5
6,704,2,50,1e-05,0.0001,0.478,0.4786931818181818,357,347,0.653,1,200,50,5
6,804,2,50,1e-05,0.0001,0.478,0.48009950248756217,405,399,0.653,1,200,50,5
6,904,2,50,1e-05,0.0001,0.478,0.4922566371681416,447,457,0.653,1,200,50,5
6,1004,2,50,1e-05,0.0001,0.5,0.49701195219123506,501,503,0.653,1,200,50,5
6,1104,2,50,1e-05,0.0001,0.498,0.4990942028985507,547,557,0.653,1,200,50,5
6,1204,2,50,1e-05,0.0001,0.498,0.5,600,604,0.653,1,200,50,5
6,1304,2,50,1e-05,0.0001,0.496,0.49846625766871167,648,656,0.653,1,200,50,5
6,1404,2,50,1e-05,0.0001,0.496,0.5021367521367521,691,713,0.653,1,200,50,5
6,1504,2,50,1e-05,0.0001,0.498,0.5,740,764,0.653,1,200,50,5
6,1604,2,50,1e-05,0.0001,0.496,0.4993765586034913,794,810,0.653,1,200,50,5
6,1704,2,50,1e-05,0.0001,0.494,0.49589201877934275,846,858,0.653,1,200,50,5
6,1804,2,50,1e-05,0.0001,0.496,0.4955654101995565,891,913,0.653,1,200,50,5
6,1904,2,50,1e-05,0.0001,0.502,0.4989495798319328,947,957,0.653,1,200,50,5
7,0,2,50,1e-05,0.0001,0.516,0.4894957983193277,0,0,0.722,1,200,50,5
7,104,2,50,1e-05,0.0001,0.516,0.5288461538461539,63,41,0.722,1,200,50,5
7,204,2,50,1e-05,0.0001,0.518,0.5098039215686274,120,84,0.722,1,200,50,5
7,304,2,50,1e-05,0.0001,0.518,0.4901315789473684,167,137,0.722,1,200,50,5
7,404,2,50,1e-05,0.0001,0.518,0.4801980198019802,209,195,0.722,1,200,50,5
7,504,2,50,1e-05,0.0001,0.522,0.4781746031746032,253,251,0.722,1,200,50,5
7,604,2,50,1e-05,0.0001,0.518,0.4718543046357616,303,301,0.722,1,200,50,5
7,704,2,50,1e-05,0.0001,0.518,0.48579545454545453,360,344,0.722,1,200,50,5
7,804,2,50,1e-05,0.0001,0.518,0.486318407960199,413,391,0.722,1,200,50,5
