trial,train_size,embed_dim,hidden_dim,alpha,learning_rate,input_class,accuracy,batch_pos,batch_neg,different/different,different/same,same/same,same/different
7,1004,25,50,0.0001,0.01,different/different,0.632,488,516,0.632,0.696,0.56,0.752
7,1104,25,50,0.0001,0.01,same/same,0.744,540,564,0.656,0.656,0.744,0.72
7,1104,25,50,0.0001,0.01,different/same,0.656,540,564,0.656,0.656,0.744,0.72
7,1104,25,50,0.0001,0.01,same/different,0.72,540,564,0.656,0.656,0.744,0.72
7,1104,25,50,0.0001,0.01,different/different,0.656,540,564,0.656,0.656,0.744,0.72
7,1204,25,50,0.0001,0.01,same/same,0.76,587,617,0.6,0.712,0.76,0.816
7,1204,25,50,0.0001,0.01,different/same,0.712,587,617,0.6,0.712,0.76,0.816
7,1204,25,50,0.0001,0.01,same/different,0.816,587,617,0.6,0.712,0.76,0.816
7,1204,25,50,0.0001,0.01,different/different,0.6,587,617,0.6,0.712,0.76,0.816
7,1304,25,50,0.0001,0.01,same/same,0.776,630,674,0.632,0.664,0.776,0.824
7,1304,25,50,0.0001,0.01,different/same,0.664,630,674,0.632,0.664,0.776,0.824
7,1304,25,50,0.0001,0.01,same/different,0.824,630,674,0.632,0.664,0.776,0.824
7,1304,25,50,0.0001,0.01,different/different,0.632,630,674,0.632,0.664,0.776,0.824
7,1404,25,50,0.0001,0.01,same/same,0.792,683,721,0.632,0.72,0.792,0.84
7,1404,25,50,0.0001,0.01,different/same,0.72,683,721,0.632,0.72,0.792,0.84
7,1404,25,50,0.0001,0.01,same/different,0.84,683,721,0.632,0.72,0.792,0.84
7,1404,25,50,0.0001,0.01,different/different,0.632,683,721,0.632,0.72,0.792,0.84
7,1504,25,50,0.0001,0.01,same/same,0.872,735,769,0.696,0.76,0.872,0.872
7,1504,25,50,0.0001,0.01,different/same,0.76,735,769,0.696,0.76,0.872,0.872
7,1504,25,50,0.0001,0.01,same/different,0.872,735,769,0.696,0.76,0.872,0.872
7,1504,25,50,0.0001,0.01,different/different,0.696,735,769,0.696,0.76,0.872,0.872
7,1604,25,50,0.0001,0.01,same/same,0.832,791,813,0.696,0.832,0.832,0.896
7,1604,25,50,0.0001,0.01,different/same,0.832,791,813,0.696,0.832,0.832,0.896
7,1604,25,50,0.0001,0.01,same/different,0.896,791,813,0.696,0.832,0.832,0.896
7,1604,25,50,0.0001,0.01,different/different,0.696,791,813,0.696,0.832,0.832,0.896
7,1704,25,50,0.0001,0.01,same/same,0.912,846,858,0.76,0.848,0.912,0.872
7,1704,25,50,0.0001,0.01,different/same,0.848,846,858,0.76,0.848,0.912,0.872
7,1704,25,50,0.0001,0.01,same/different,0.872,846,858,0.76,0.848,0.912,0.872
7,1704,25,50,0.0001,0.01,different/different,0.76,846,858,0.76,0.848,0.912,0.872
7,1804,25,50,0.0001,0.01,same/same,0.952,901,903,0.792,0.864,0.952,0.888
7,1804,25,50,0.0001,0.01,different/same,0.864,901,903,0.792,0.864,0.952,0.888
7,1804,25,50,0.0001,0.01,same/different,0.888,901,903,0.792,0.864,0.952,0.888
7,1804,25,50,0.0001,0.01,different/different,0.792,901,903,0.792,0.864,0.952,0.888
7,1904,25,50,0.0001,0.01,same/same,0.928,948,956,0.808,0.888,0.928,0.912
7,1904,25,50,0.0001,0.01,different/same,0.888,948,956,0.808,0.888,0.928,0.912
7,1904,25,50,0.0001,0.01,same/different,0.912,948,956,0.808,0.888,0.928,0.912
7,1904,25,50,0.0001,0.01,different/different,0.808,948,956,0.808,0.888,0.928,0.912
8,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.0,1.0,0.032,1.0
8,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,1.0,0.032,1.0
8,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,1.0,0.032,1.0
8,0,25,50,0.0001,0.01,same/same,0.032,0,0,0.0,1.0,0.032,1.0
8,104,25,50,0.0001,0.01,different/same,0.968,53,51,0.112,0.968,0.336,0.888
8,104,25,50,0.0001,0.01,same/different,0.888,53,51,0.112,0.968,0.336,0.888
8,104,25,50,0.0001,0.01,different/different,0.112,53,51,0.112,0.968,0.336,0.888
8,104,25,50,0.0001,0.01,same/same,0.336,53,51,0.112,0.968,0.336,0.888
8,204,25,50,0.0001,0.01,different/same,0.12,102,102,0.944,0.12,0.984,0.048
8,204,25,50,0.0001,0.01,same/different,0.048,102,102,0.944,0.12,0.984,0.048
8,204,25,50,0.0001,0.01,different/different,0.944,102,102,0.944,0.12,0.984,0.048
8,204,25,50,0.0001,0.01,same/same,0.984,102,102,0.944,0.12,0.984,0.048
8,304,25,50,0.0001,0.01,different/same,0.832,153,151,0.376,0.832,0.608,0.608
8,304,25,50,0.0001,0.01,same/different,0.608,153,151,0.376,0.832,0.608,0.608
8,304,25,50,0.0001,0.01,different/different,0.376,153,151,0.376,0.832,0.608,0.608
8,304,25,50,0.0001,0.01,same/same,0.608,153,151,0.376,0.832,0.608,0.608
8,404,25,50,0.0001,0.01,different/same,0.896,194,210,0.32,0.896,0.36,0.856
8,404,25,50,0.0001,0.01,same/different,0.856,194,210,0.32,0.896,0.36,0.856
8,404,25,50,0.0001,0.01,different/different,0.32,194,210,0.32,0.896,0.36,0.856
8,404,25,50,0.0001,0.01,same/same,0.36,194,210,0.32,0.896,0.36,0.856
8,504,25,50,0.0001,0.01,different/same,0.504,240,264,0.632,0.504,0.664,0.44
8,504,25,50,0.0001,0.01,same/different,0.44,240,264,0.632,0.504,0.664,0.44
8,504,25,50,0.0001,0.01,different/different,0.632,240,264,0.632,0.504,0.664,0.44
8,504,25,50,0.0001,0.01,same/same,0.664,240,264,0.632,0.504,0.664,0.44
8,604,25,50,0.0001,0.01,different/same,0.576,296,308,0.624,0.576,0.6,0.592
8,604,25,50,0.0001,0.01,same/different,0.592,296,308,0.624,0.576,0.6,0.592
8,604,25,50,0.0001,0.01,different/different,0.624,296,308,0.624,0.576,0.6,0.592
8,604,25,50,0.0001,0.01,same/same,0.6,296,308,0.624,0.576,0.6,0.592
8,704,25,50,0.0001,0.01,different/same,0.864,343,361,0.512,0.864,0.56,0.76
8,704,25,50,0.0001,0.01,same/different,0.76,343,361,0.512,0.864,0.56,0.76
8,704,25,50,0.0001,0.01,different/different,0.512,343,361,0.512,0.864,0.56,0.76
8,704,25,50,0.0001,0.01,same/same,0.56,343,361,0.512,0.864,0.56,0.76
8,804,25,50,0.0001,0.01,different/same,0.76,392,412,0.68,0.76,0.776,0.536
8,804,25,50,0.0001,0.01,same/different,0.536,392,412,0.68,0.76,0.776,0.536
8,804,25,50,0.0001,0.01,different/different,0.68,392,412,0.68,0.76,0.776,0.536
8,804,25,50,0.0001,0.01,same/same,0.776,392,412,0.68,0.76,0.776,0.536
8,904,25,50,0.0001,0.01,different/same,0.76,449,455,0.616,0.76,0.744,0.648
8,904,25,50,0.0001,0.01,same/different,0.648,449,455,0.616,0.76,0.744,0.648
8,904,25,50,0.0001,0.01,different/different,0.616,449,455,0.616,0.76,0.744,0.648
8,904,25,50,0.0001,0.01,same/same,0.744,449,455,0.616,0.76,0.744,0.648
8,1004,25,50,0.0001,0.01,different/same,0.8,495,509,0.656,0.8,0.704,0.744
8,1004,25,50,0.0001,0.01,same/different,0.744,495,509,0.656,0.8,0.704,0.744
8,1004,25,50,0.0001,0.01,different/different,0.656,495,509,0.656,0.8,0.704,0.744
8,1004,25,50,0.0001,0.01,same/same,0.704,495,509,0.656,0.8,0.704,0.744
8,1104,25,50,0.0001,0.01,different/same,0.8,536,568,0.656,0.8,0.712,0.744
8,1104,25,50,0.0001,0.01,same/different,0.744,536,568,0.656,0.8,0.712,0.744
8,1104,25,50,0.0001,0.01,different/different,0.656,536,568,0.656,0.8,0.712,0.744
8,1104,25,50,0.0001,0.01,same/same,0.712,536,568,0.656,0.8,0.712,0.744
8,1204,25,50,0.0001,0.01,different/same,0.84,593,611,0.664,0.84,0.76,0.8
8,1204,25,50,0.0001,0.01,same/different,0.8,593,611,0.664,0.84,0.76,0.8
8,1204,25,50,0.0001,0.01,different/different,0.664,593,611,0.664,0.84,0.76,0.8
8,1204,25,50,0.0001,0.01,same/same,0.76,593,611,0.664,0.84,0.76,0.8
8,1304,25,50,0.0001,0.01,different/same,0.832,647,657,0.76,0.832,0.864,0.728
8,1304,25,50,0.0001,0.01,same/different,0.728,647,657,0.76,0.832,0.864,0.728
8,1304,25,50,0.0001,0.01,different/different,0.76,647,657,0.76,0.832,0.864,0.728
8,1304,25,50,0.0001,0.01,same/same,0.864,647,657,0.76,0.832,0.864,0.728
8,1404,25,50,0.0001,0.01,different/same,0.904,698,706,0.776,0.904,0.832,0.856
8,1404,25,50,0.0001,0.01,same/different,0.856,698,706,0.776,0.904,0.832,0.856
8,1404,25,50,0.0001,0.01,different/different,0.776,698,706,0.776,0.904,0.832,0.856
8,1404,25,50,0.0001,0.01,same/same,0.832,698,706,0.776,0.904,0.832,0.856
8,1504,25,50,0.0001,0.01,different/same,0.88,752,752,0.848,0.88,0.912,0.8
8,1504,25,50,0.0001,0.01,same/different,0.8,752,752,0.848,0.88,0.912,0.8
8,1504,25,50,0.0001,0.01,different/different,0.848,752,752,0.848,0.88,0.912,0.8
8,1504,25,50,0.0001,0.01,same/same,0.912,752,752,0.848,0.88,0.912,0.8
8,1604,25,50,0.0001,0.01,different/same,0.928,811,793,0.816,0.928,0.92,0.888
8,1604,25,50,0.0001,0.01,same/different,0.888,811,793,0.816,0.928,0.92,0.888
8,1604,25,50,0.0001,0.01,different/different,0.816,811,793,0.816,0.928,0.92,0.888
8,1604,25,50,0.0001,0.01,same/same,0.92,811,793,0.816,0.928,0.92,0.888
8,1704,25,50,0.0001,0.01,different/same,0.912,863,841,0.888,0.912,0.92,0.904
8,1704,25,50,0.0001,0.01,same/different,0.904,863,841,0.888,0.912,0.92,0.904
8,1704,25,50,0.0001,0.01,different/different,0.888,863,841,0.888,0.912,0.92,0.904
8,1704,25,50,0.0001,0.01,same/same,0.92,863,841,0.888,0.912,0.92,0.904
8,1804,25,50,0.0001,0.01,different/same,0.952,916,888,0.896,0.952,0.944,0.912
8,1804,25,50,0.0001,0.01,same/different,0.912,916,888,0.896,0.952,0.944,0.912
8,1804,25,50,0.0001,0.01,different/different,0.896,916,888,0.896,0.952,0.944,0.912
8,1804,25,50,0.0001,0.01,same/same,0.944,916,888,0.896,0.952,0.944,0.912
8,1904,25,50,0.0001,0.01,different/same,0.944,968,936,0.912,0.944,0.952,0.92
8,1904,25,50,0.0001,0.01,same/different,0.92,968,936,0.912,0.944,0.952,0.92
8,1904,25,50,0.0001,0.01,different/different,0.912,968,936,0.912,0.944,0.952,0.92
8,1904,25,50,0.0001,0.01,same/same,0.952,968,936,0.912,0.944,0.952,0.92
9,0,25,50,0.0001,0.01,different/same,0.992,0,0,0.0,0.992,0.0,1.0
9,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,0.992,0.0,1.0
9,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,0.992,0.0,1.0
9,0,25,50,0.0001,0.01,same/same,0.0,0,0,0.0,0.992,0.0,1.0
9,104,25,50,0.0001,0.01,different/same,0.896,56,48,0.112,0.896,0.208,0.92
9,104,25,50,0.0001,0.01,different/different,0.112,56,48,0.112,0.896,0.208,0.92
9,104,25,50,0.0001,0.01,same/different,0.92,56,48,0.112,0.896,0.208,0.92
9,104,25,50,0.0001,0.01,same/same,0.208,56,48,0.112,0.896,0.208,0.92
9,204,25,50,0.0001,0.01,different/same,0.08,108,96,0.944,0.08,0.984,0.064
9,204,25,50,0.0001,0.01,different/different,0.944,108,96,0.944,0.08,0.984,0.064
9,204,25,50,0.0001,0.01,same/different,0.064,108,96,0.944,0.08,0.984,0.064
9,204,25,50,0.0001,0.01,same/same,0.984,108,96,0.944,0.08,0.984,0.064
9,304,25,50,0.0001,0.01,different/same,0.48,162,142,0.656,0.48,0.512,0.6
9,304,25,50,0.0001,0.01,different/different,0.656,162,142,0.656,0.48,0.512,0.6
9,304,25,50,0.0001,0.01,same/different,0.6,162,142,0.656,0.48,0.512,0.6
9,304,25,50,0.0001,0.01,same/same,0.512,162,142,0.656,0.48,0.512,0.6
9,404,25,50,0.0001,0.01,different/same,0.856,211,193,0.208,0.856,0.2,0.92
9,404,25,50,0.0001,0.01,different/different,0.208,211,193,0.208,0.856,0.2,0.92
9,404,25,50,0.0001,0.01,same/different,0.92,211,193,0.208,0.856,0.2,0.92
9,404,25,50,0.0001,0.01,same/same,0.2,211,193,0.208,0.856,0.2,0.92
9,504,25,50,0.0001,0.01,different/same,0.504,259,245,0.6,0.504,0.504,0.648
9,504,25,50,0.0001,0.01,different/different,0.6,259,245,0.6,0.504,0.504,0.648
9,504,25,50,0.0001,0.01,same/different,0.648,259,245,0.6,0.504,0.504,0.648
9,504,25,50,0.0001,0.01,same/same,0.504,259,245,0.6,0.504,0.504,0.648
9,604,25,50,0.0001,0.01,different/same,0.296,321,283,0.816,0.296,0.752,0.352
9,604,25,50,0.0001,0.01,different/different,0.816,321,283,0.816,0.296,0.752,0.352
9,604,25,50,0.0001,0.01,same/different,0.352,321,283,0.816,0.296,0.752,0.352
9,604,25,50,0.0001,0.01,same/same,0.752,321,283,0.816,0.296,0.752,0.352
9,704,25,50,0.0001,0.01,different/same,0.52,373,331,0.512,0.52,0.576,0.6
9,704,25,50,0.0001,0.01,different/different,0.512,373,331,0.512,0.52,0.576,0.6
9,704,25,50,0.0001,0.01,same/different,0.6,373,331,0.512,0.52,0.576,0.6
9,704,25,50,0.0001,0.01,same/same,0.576,373,331,0.512,0.52,0.576,0.6
9,804,25,50,0.0001,0.01,different/same,0.544,422,382,0.48,0.544,0.616,0.632
9,804,25,50,0.0001,0.01,different/different,0.48,422,382,0.48,0.544,0.616,0.632
9,804,25,50,0.0001,0.01,same/different,0.632,422,382,0.48,0.544,0.616,0.632
9,804,25,50,0.0001,0.01,same/same,0.616,422,382,0.48,0.544,0.616,0.632
9,904,25,50,0.0001,0.01,different/same,0.504,469,435,0.64,0.504,0.68,0.552
9,904,25,50,0.0001,0.01,different/different,0.64,469,435,0.64,0.504,0.68,0.552
9,904,25,50,0.0001,0.01,same/different,0.552,469,435,0.64,0.504,0.68,0.552
9,904,25,50,0.0001,0.01,same/same,0.68,469,435,0.64,0.504,0.68,0.552
9,1004,25,50,0.0001,0.01,different/same,0.496,516,488,0.632,0.496,0.688,0.568
9,1004,25,50,0.0001,0.01,different/different,0.632,516,488,0.632,0.496,0.688,0.568
9,1004,25,50,0.0001,0.01,same/different,0.568,516,488,0.632,0.496,0.688,0.568
9,1004,25,50,0.0001,0.01,same/same,0.688,516,488,0.632,0.496,0.688,0.568
9,1104,25,50,0.0001,0.01,different/same,0.552,563,541,0.592,0.552,0.648,0.616
9,1104,25,50,0.0001,0.01,different/different,0.592,563,541,0.592,0.552,0.648,0.616
9,1104,25,50,0.0001,0.01,same/different,0.616,563,541,0.592,0.552,0.648,0.616
9,1104,25,50,0.0001,0.01,same/same,0.648,563,541,0.592,0.552,0.648,0.616
9,1204,25,50,0.0001,0.01,different/same,0.512,610,594,0.6,0.512,0.648,0.632
9,1204,25,50,0.0001,0.01,different/different,0.6,610,594,0.6,0.512,0.648,0.632
9,1204,25,50,0.0001,0.01,same/different,0.632,610,594,0.6,0.512,0.648,0.632
9,1204,25,50,0.0001,0.01,same/same,0.648,610,594,0.6,0.512,0.648,0.632
9,1304,25,50,0.0001,0.01,different/same,0.544,652,652,0.632,0.544,0.648,0.656
9,1304,25,50,0.0001,0.01,different/different,0.632,652,652,0.632,0.544,0.648,0.656
9,1304,25,50,0.0001,0.01,same/different,0.656,652,652,0.632,0.544,0.648,0.656
9,1304,25,50,0.0001,0.01,same/same,0.648,652,652,0.632,0.544,0.648,0.656
9,1404,25,50,0.0001,0.01,different/same,0.608,700,704,0.656,0.608,0.632,0.68
9,1404,25,50,0.0001,0.01,different/different,0.656,700,704,0.656,0.608,0.632,0.68
9,1404,25,50,0.0001,0.01,same/different,0.68,700,704,0.656,0.608,0.632,0.68
9,1404,25,50,0.0001,0.01,same/same,0.632,700,704,0.656,0.608,0.632,0.68
9,1504,25,50,0.0001,0.01,different/same,0.608,748,756,0.656,0.608,0.664,0.728
9,1504,25,50,0.0001,0.01,different/different,0.656,748,756,0.656,0.608,0.664,0.728
9,1504,25,50,0.0001,0.01,same/different,0.728,748,756,0.656,0.608,0.664,0.728
9,1504,25,50,0.0001,0.01,same/same,0.664,748,756,0.656,0.608,0.664,0.728
9,1604,25,50,0.0001,0.01,different/same,0.656,793,811,0.704,0.656,0.712,0.704
9,1604,25,50,0.0001,0.01,different/different,0.704,793,811,0.704,0.656,0.712,0.704
9,1604,25,50,0.0001,0.01,same/different,0.704,793,811,0.704,0.656,0.712,0.704
9,1604,25,50,0.0001,0.01,same/same,0.712,793,811,0.704,0.656,0.712,0.704
9,1704,25,50,0.0001,0.01,different/same,0.768,845,859,0.728,0.768,0.64,0.768
9,1704,25,50,0.0001,0.01,different/different,0.728,845,859,0.728,0.768,0.64,0.768
9,1704,25,50,0.0001,0.01,same/different,0.768,845,859,0.728,0.768,0.64,0.768
9,1704,25,50,0.0001,0.01,same/same,0.64,845,859,0.728,0.768,0.64,0.768
9,1804,25,50,0.0001,0.01,different/same,0.768,891,913,0.76,0.768,0.744,0.72
9,1804,25,50,0.0001,0.01,different/different,0.76,891,913,0.76,0.768,0.744,0.72
9,1804,25,50,0.0001,0.01,same/different,0.72,891,913,0.76,0.768,0.744,0.72
9,1804,25,50,0.0001,0.01,same/same,0.744,891,913,0.76,0.768,0.744,0.72
9,1904,25,50,0.0001,0.01,different/same,0.848,944,960,0.744,0.848,0.752,0.816
9,1904,25,50,0.0001,0.01,different/different,0.744,944,960,0.744,0.848,0.752,0.816
9,1904,25,50,0.0001,0.01,same/different,0.816,944,960,0.744,0.848,0.752,0.816
9,1904,25,50,0.0001,0.01,same/same,0.752,944,960,0.744,0.848,0.752,0.816
10,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.016,1.0,0.008,1.0
10,0,25,50,0.0001,0.01,same/same,0.008,0,0,0.016,1.0,0.008,1.0
10,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.016,1.0,0.008,1.0
10,0,25,50,0.0001,0.01,different/different,0.016,0,0,0.016,1.0,0.008,1.0
10,104,25,50,0.0001,0.01,same/different,0.904,52,52,0.136,0.968,0.136,0.904
10,104,25,50,0.0001,0.01,same/same,0.136,52,52,0.136,0.968,0.136,0.904
10,104,25,50,0.0001,0.01,different/same,0.968,52,52,0.136,0.968,0.136,0.904
10,104,25,50,0.0001,0.01,different/different,0.136,52,52,0.136,0.968,0.136,0.904
10,204,25,50,0.0001,0.01,same/different,0.16,105,99,0.936,0.136,0.936,0.16
10,204,25,50,0.0001,0.01,same/same,0.936,105,99,0.936,0.136,0.936,0.16
10,204,25,50,0.0001,0.01,different/same,0.136,105,99,0.936,0.136,0.936,0.16
10,204,25,50,0.0001,0.01,different/different,0.936,105,99,0.936,0.136,0.936,0.16
10,304,25,50,0.0001,0.01,same/different,0.648,165,139,0.608,0.56,0.712,0.648
10,304,25,50,0.0001,0.01,same/same,0.712,165,139,0.608,0.56,0.712,0.648
10,304,25,50,0.0001,0.01,different/same,0.56,165,139,0.608,0.56,0.712,0.648
10,304,25,50,0.0001,0.01,different/different,0.608,165,139,0.608,0.56,0.712,0.648
10,404,25,50,0.0001,0.01,same/different,0.824,214,190,0.336,0.904,0.4,0.824
10,404,25,50,0.0001,0.01,same/same,0.4,214,190,0.336,0.904,0.4,0.824
10,404,25,50,0.0001,0.01,different/same,0.904,214,190,0.336,0.904,0.4,0.824
10,404,25,50,0.0001,0.01,different/different,0.336,214,190,0.336,0.904,0.4,0.824
10,504,25,50,0.0001,0.01,same/different,0.464,269,235,0.792,0.496,0.768,0.464
10,504,25,50,0.0001,0.01,same/same,0.768,269,235,0.792,0.496,0.768,0.464
10,504,25,50,0.0001,0.01,different/same,0.496,269,235,0.792,0.496,0.768,0.464
10,504,25,50,0.0001,0.01,different/different,0.792,269,235,0.792,0.496,0.768,0.464
10,604,25,50,0.0001,0.01,same/different,0.592,317,287,0.76,0.568,0.704,0.592
10,604,25,50,0.0001,0.01,same/same,0.704,317,287,0.76,0.568,0.704,0.592
10,604,25,50,0.0001,0.01,different/same,0.568,317,287,0.76,0.568,0.704,0.592
10,604,25,50,0.0001,0.01,different/different,0.76,317,287,0.76,0.568,0.704,0.592
10,704,25,50,0.0001,0.01,same/different,0.816,355,349,0.592,0.84,0.472,0.816
10,704,25,50,0.0001,0.01,same/same,0.472,355,349,0.592,0.84,0.472,0.816
10,704,25,50,0.0001,0.01,different/same,0.84,355,349,0.592,0.84,0.472,0.816
10,704,25,50,0.0001,0.01,different/different,0.592,355,349,0.592,0.84,0.472,0.816
10,804,25,50,0.0001,0.01,same/different,0.592,410,394,0.784,0.664,0.704,0.592
10,804,25,50,0.0001,0.01,same/same,0.704,410,394,0.784,0.664,0.704,0.592
10,804,25,50,0.0001,0.01,different/same,0.664,410,394,0.784,0.664,0.704,0.592
10,804,25,50,0.0001,0.01,different/different,0.784,410,394,0.784,0.664,0.704,0.592
10,904,25,50,0.0001,0.01,same/different,0.76,456,448,0.72,0.824,0.6,0.76
10,904,25,50,0.0001,0.01,same/same,0.6,456,448,0.72,0.824,0.6,0.76
10,904,25,50,0.0001,0.01,different/same,0.824,456,448,0.72,0.824,0.6,0.76
10,904,25,50,0.0001,0.01,different/different,0.72,456,448,0.72,0.824,0.6,0.76
10,1004,25,50,0.0001,0.01,same/different,0.808,503,501,0.704,0.832,0.616,0.808
10,1004,25,50,0.0001,0.01,same/same,0.616,503,501,0.704,0.832,0.616,0.808
10,1004,25,50,0.0001,0.01,different/same,0.832,503,501,0.704,0.832,0.616,0.808
10,1004,25,50,0.0001,0.01,different/different,0.704,503,501,0.704,0.832,0.616,0.808
10,1104,25,50,0.0001,0.01,same/different,0.728,551,553,0.768,0.744,0.744,0.728
10,1104,25,50,0.0001,0.01,same/same,0.744,551,553,0.768,0.744,0.744,0.728
10,1104,25,50,0.0001,0.01,different/same,0.744,551,553,0.768,0.744,0.744,0.728
10,1104,25,50,0.0001,0.01,different/different,0.768,551,553,0.768,0.744,0.744,0.728
10,1204,25,50,0.0001,0.01,same/different,0.864,598,606,0.728,0.872,0.72,0.864
10,1204,25,50,0.0001,0.01,same/same,0.72,598,606,0.728,0.872,0.72,0.864
10,1204,25,50,0.0001,0.01,different/same,0.872,598,606,0.728,0.872,0.72,0.864
10,1204,25,50,0.0001,0.01,different/different,0.728,598,606,0.728,0.872,0.72,0.864
10,1304,25,50,0.0001,0.01,same/different,0.792,656,648,0.856,0.856,0.832,0.792
10,1304,25,50,0.0001,0.01,same/same,0.832,656,648,0.856,0.856,0.832,0.792
10,1304,25,50,0.0001,0.01,different/same,0.856,656,648,0.856,0.856,0.832,0.792
10,1304,25,50,0.0001,0.01,different/different,0.856,656,648,0.856,0.856,0.832,0.792
10,1404,25,50,0.0001,0.01,same/different,0.848,702,702,0.856,0.888,0.832,0.848
10,1404,25,50,0.0001,0.01,same/same,0.832,702,702,0.856,0.888,0.832,0.848
10,1404,25,50,0.0001,0.01,different/same,0.888,702,702,0.856,0.888,0.832,0.848
10,1404,25,50,0.0001,0.01,different/different,0.856,702,702,0.856,0.888,0.832,0.848
10,1504,25,50,0.0001,0.01,same/different,0.864,746,758,0.848,0.912,0.872,0.864
10,1504,25,50,0.0001,0.01,same/same,0.872,746,758,0.848,0.912,0.872,0.864
10,1504,25,50,0.0001,0.01,different/same,0.912,746,758,0.848,0.912,0.872,0.864
10,1504,25,50,0.0001,0.01,different/different,0.848,746,758,0.848,0.912,0.872,0.864
10,1604,25,50,0.0001,0.01,same/different,0.856,793,811,0.888,0.912,0.896,0.856
10,1604,25,50,0.0001,0.01,same/same,0.896,793,811,0.888,0.912,0.896,0.856
10,1604,25,50,0.0001,0.01,different/same,0.912,793,811,0.888,0.912,0.896,0.856
10,1604,25,50,0.0001,0.01,different/different,0.888,793,811,0.888,0.912,0.896,0.856
10,1704,25,50,0.0001,0.01,same/different,0.912,836,868,0.864,0.92,0.896,0.912
10,1704,25,50,0.0001,0.01,same/same,0.896,836,868,0.864,0.92,0.896,0.912
10,1704,25,50,0.0001,0.01,different/same,0.92,836,868,0.864,0.92,0.896,0.912
10,1704,25,50,0.0001,0.01,different/different,0.864,836,868,0.864,0.92,0.896,0.912
10,1804,25,50,0.0001,0.01,same/different,0.92,883,921,0.888,0.912,0.904,0.92
10,1804,25,50,0.0001,0.01,same/same,0.904,883,921,0.888,0.912,0.904,0.92
10,1804,25,50,0.0001,0.01,different/same,0.912,883,921,0.888,0.912,0.904,0.92
10,1804,25,50,0.0001,0.01,different/different,0.888,883,921,0.888,0.912,0.904,0.92
10,1904,25,50,0.0001,0.01,same/different,0.92,931,973,0.912,0.936,0.896,0.92
10,1904,25,50,0.0001,0.01,same/same,0.896,931,973,0.912,0.936,0.896,0.92
10,1904,25,50,0.0001,0.01,different/same,0.936,931,973,0.912,0.936,0.896,0.92
10,1904,25,50,0.0001,0.01,different/different,0.912,931,973,0.912,0.936,0.896,0.92
11,0,25,50,0.0001,0.01,different/different,0.0,0,0,0.0,1.0,0.088,1.0
11,0,25,50,0.0001,0.01,different/same,1.0,0,0,0.0,1.0,0.088,1.0
11,0,25,50,0.0001,0.01,same/different,1.0,0,0,0.0,1.0,0.088,1.0
11,0,25,50,0.0001,0.01,same/same,0.088,0,0,0.0,1.0,0.088,1.0
11,104,25,50,0.0001,0.01,different/different,0.208,58,46,0.208,0.832,0.52,0.944
11,104,25,50,0.0001,0.01,different/same,0.832,58,46,0.208,0.832,0.52,0.944
11,104,25,50,0.0001,0.01,same/different,0.944,58,46,0.208,0.832,0.52,0.944
11,104,25,50,0.0001,0.01,same/same,0.52,58,46,0.208,0.832,0.52,0.944
11,204,25,50,0.0001,0.01,different/different,0.992,107,97,0.992,0.008,1.0,0.032
11,204,25,50,0.0001,0.01,different/same,0.008,107,97,0.992,0.008,1.0,0.032
11,204,25,50,0.0001,0.01,same/different,0.032,107,97,0.992,0.008,1.0,0.032
11,204,25,50,0.0001,0.01,same/same,1.0,107,97,0.992,0.008,1.0,0.032
11,304,25,50,0.0001,0.01,different/different,0.624,152,152,0.624,0.456,0.696,0.68
11,304,25,50,0.0001,0.01,different/same,0.456,152,152,0.624,0.456,0.696,0.68
11,304,25,50,0.0001,0.01,same/different,0.68,152,152,0.624,0.456,0.696,0.68
11,304,25,50,0.0001,0.01,same/same,0.696,152,152,0.624,0.456,0.696,0.68
11,404,25,50,0.0001,0.01,different/different,0.2,203,201,0.2,0.896,0.168,0.992
11,404,25,50,0.0001,0.01,different/same,0.896,203,201,0.2,0.896,0.168,0.992
11,404,25,50,0.0001,0.01,same/different,0.992,203,201,0.2,0.896,0.168,0.992
11,404,25,50,0.0001,0.01,same/same,0.168,203,201,0.2,0.896,0.168,0.992
11,504,25,50,0.0001,0.01,different/different,0.688,257,247,0.688,0.352,0.648,0.696
11,504,25,50,0.0001,0.01,different/same,0.352,257,247,0.688,0.352,0.648,0.696
11,504,25,50,0.0001,0.01,same/different,0.696,257,247,0.688,0.352,0.648,0.696
11,504,25,50,0.0001,0.01,same/same,0.648,257,247,0.688,0.352,0.648,0.696
11,604,25,50,0.0001,0.01,different/different,0.904,312,292,0.904,0.184,0.824,0.352
11,604,25,50,0.0001,0.01,different/same,0.184,312,292,0.904,0.184,0.824,0.352
11,604,25,50,0.0001,0.01,same/different,0.352,312,292,0.904,0.184,0.824,0.352
11,604,25,50,0.0001,0.01,same/same,0.824,312,292,0.904,0.184,0.824,0.352
11,704,25,50,0.0001,0.01,different/different,0.56,356,348,0.56,0.648,0.6,0.792
